emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
,,NY,RENT,25000.0,Not Verified,0.0,51000.0,Not Verified,8.25,0,,2006,3,2,2,5600,0,0,0,,0,0,0,1,4.0,2,0.0,0,0,5600,2,2,0,0,100.0,0,0,small_business,joint,8400,36,6.71,258.26,A,A3,Mar-2018,Current,whole,Cash,7976.24,510.26,423.76,86.5,0.0
national sales manager,0.0,NY,MORTGAGE,85000.0,Not Verified,7.92,,,,0,,2002,1,24,6,53943,25336,0,0,,0,0,1,2,2.0,6,0.0,0,1,24000,17,5,3,5,100.0,0,0,debt_consolidation,individual,23000,60,9.92,487.78,B,B2,Mar-2018,Current,whole,Cash,22099.66,1450.66,900.34,550.32,0.0
service consultant,10.0,MI,RENT,60000.0,Not Verified,10.96,,,,0,67.0,2007,7,5,2,30741,24730,0,1,,0,0,1,1,6.0,2,0.0,0,1,8500,2,1,1,0,80.0,0,1,credit_card,individual,5000,36,9.93,161.18,B,B2,Jan-2018,Current,whole,Cash,4390.98,803.14,609.02,194.12,0.0
logistics management specialist,10.0,TX,OWN,100000.0,Source Verified,16.54,,,,0,,1998,0,10,5,55685,43346,0,0,,0,0,2,1,,5,0.0,0,3,27300,3,3,3,2,100.0,0,0,debt_consolidation,individual,20000,36,7.35,620.75,A,A4,Jan-2018,Current,fractional,Cash,17478.04,3095.58,2521.96,573.62,0.0
partner development manager,2.0,TX,MORTGAGE,300000.0,Source Verified,13.03,,,,1,23.0,1991,3,25,14,864396,160922,0,0,,0,0,8,8,6.0,14,0.0,0,4,47400,8,5,5,3,87.5,0,0,credit_card,individual,19000,36,7.96,595.05,A,A5,Mar-2018,Current,whole,Cash,18058.85,1223.72,941.15,282.57,0.0
teacher,10.0,OH,MORTGAGE,140000.0,Not Verified,15.02,,,,0,,1991,1,29,18,363123,75851,0,0,,0,0,3,0,7.0,18,0.0,0,6,112500,20,14,6,4,100.0,0,0,credit_card,individual,40000,36,5.31,1204.42,A,A1,Mar-2018,Current,whole,DirectPay,36904.08,3601.46,3095.92,505.54,0.0
appraiser,0.0,UT,RENT,24000.0,Not Verified,17.65,,,,0,58.0,2006,0,21,6,23200,13415,0,0,58.0,0,0,0,2,,6,0.0,0,4,19200,7,6,5,8,80.0,0,0,debt_consolidation,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Current,fractional,Cash,9280.21,968.05,719.79,248.26,0.0
statistician,10.0,MD,MORTGAGE,116365.0,Source Verified,12.6,,,,0,,2006,2,18,11,483332,37067,0,0,,0,0,3,2,0.0,11,0.0,0,1,23900,9,7,2,3,100.0,0,0,debt_consolidation,individual,40000,60,9.44,838.91,B,B1,Jan-2018,Current,whole,Cash,37337.22,4142.11,2662.78,1479.33,0.0
soldier,5.0,MD,RENT,56912.0,Source Verified,17.36,,,,0,74.0,2009,4,21,11,78289,36562,0,0,74.0,0,0,2,8,4.0,11,0.0,0,3,19400,11,9,5,0,95.0,0,0,debt_consolidation,individual,12000,36,6.71,368.94,A,A3,Mar-2018,Current,whole,Cash,11089.41,1088.93,910.59,178.34,0.0
technician,10.0,TX,RENT,60000.0,Not Verified,5.56,,,,0,89.0,2000,0,22,5,10000,7749,0,0,89.0,0,886,0,1,15.0,5,0.0,0,3,7100,10,5,5,0,95.5,0,0,other,individual,8000,36,9.93,257.88,B,B2,Jan-2018,Current,whole,Cash,7025.61,1284.99,974.39,310.6,0.0
rdaef ,2.0,CA,MORTGAGE,39000.0,Not Verified,5.23,,,,0,49.0,2000,5,25,12,168337,3907,0,1,49.0,0,984,0,13,6.0,12,0.0,0,2,7900,19,11,5,1,88.0,0,1,debt_consolidation,individual,5000,36,11.99,166.05,B,B5,Feb-2018,Current,fractional,Cash,4528.63,660.87,471.37,189.5,0.0
nursing,3.0,FL,MORTGAGE,49000.0,Verified,11.68,,,,0,,2006,5,30,22,243107,14255,0,0,,0,0,2,9,2.0,21,0.0,0,6,51100,24,19,8,1,100.0,0,0,home_improvement,individual,5000,36,9.43,160.01,B,B1,Mar-2018,Current,whole,Cash,4634.99,474.79,365.01,109.78,0.0
client relations manager,10.0,CT,RENT,63000.0,Source Verified,13.11,,,,0,,2003,2,31,22,73117,28831,0,1,,0,0,1,9,1.0,22,0.0,0,5,30700,26,20,6,1,100.0,0,1,debt_consolidation,individual,21000,36,11.99,697.41,B,B5,Jan-2018,Current,whole,Cash,18512.98,3563.99,2487.02,1076.97,0.0
,,IN,MORTGAGE,35000.0,Not Verified,1.3,,,,0,,2003,7,35,7,127609,1933,0,1,,0,0,0,4,3.0,7,0.0,0,1,12500,24,6,1,5,100.0,0,1,debt_consolidation,individual,2500,36,5.32,75.29,A,A1,Jan-2018,Current,whole,DirectPay,2023.05,525.71,476.95,48.76,0.0
chemist,2.0,FL,RENT,60000.0,Not Verified,8.3,,,,0,26.0,2013,0,4,4,17359,10091,0,0,,0,0,1,3,19.0,4,0.0,0,0,1000,3,3,1,0,75.0,0,0,car,individual,6500,36,10.42,211.03,B,B3,Jan-2018,Current,whole,Cash,5713.52,1051.39,786.48,264.91,0.0
sr housing counselor,3.0,CA,MORTGAGE,75000.0,Source Verified,3.06,,,,0,27.0,2008,3,9,9,534372,6202,0,2,33.0,0,0,0,6,8.0,9,0.0,0,7,44100,7,7,7,1,100.0,2,0,debt_consolidation,individual,10000,36,6.72,307.5,A,A3,Feb-2018,Current,whole,Cash,8985.61,1226.27,1014.39,211.88,0.0
welder,7.0,WI,MORTGAGE,42000.0,Source Verified,2.03,,,,0,,2006,0,4,2,4300,2716,0,0,,0,0,0,1,15.0,2,0.0,0,2,4300,4,2,2,0,100.0,0,0,major_purchase,individual,8000,36,7.35,248.3,A,A4,Jan-2018,Current,whole,Cash,6991.22,1234.97,1008.78,226.19,0.0
trainer,10.0,CA,RENT,60000.0,Source Verified,29.4,,,,0,,1990,1,15,5,88084,49084,0,0,,0,0,2,3,10.0,5,0.0,0,3,37700,10,3,3,2,100.0,0,0,debt_consolidation,individual,32000,36,6.08,974.67,A,A2,Feb-2018,Current,whole,Cash,28725.07,3877.06,3274.93,602.13,0.0
manager,10.0,MI,RENT,84000.0,Source Verified,15.23,,,,0,96.0,2006,1,19,13,74900,24189,0,0,96.0,0,0,1,3,0.0,13,0.0,0,4,50700,18,12,4,0,94.7,0,0,debt_consolidation,individual,30000,36,9.93,967.03,B,B2,Mar-2018,Current,fractional,Cash,27825.77,2884.54,2174.23,710.31,0.0
,,NV,RENT,22114.0,Verified,11.07,,,,0,,1991,0,20,4,20600,7064,0,1,,0,150,0,10,,4,0.0,0,3,19700,9,4,4,0,100.0,0,1,credit_card,individual,10000,36,5.31,301.11,A,A1,Feb-2018,Current,whole,DirectPay,9226.01,915.13,773.99,141.14,0.0
,,FL,RENT,75341.0,Source Verified,8.38,,,,0,,2009,0,14,7,20924,10800,0,1,,0,0,1,2,,7,0.0,0,3,7800,5,5,4,0,100.0,0,1,credit_card,individual,10000,36,9.93,322.35,B,B2,Feb-2018,Current,whole,Cash,9029.64,1278.37,970.36,308.01,0.0
front office manager,10.0,TX,MORTGAGE,88932.0,Not Verified,17.42,,,,0,,2011,0,12,9,226673,41134,0,0,,0,0,2,1,,9,0.0,0,5,38300,6,6,5,1,100.0,0,0,credit_card,individual,14000,60,9.93,296.98,B,B2,Jan-2018,Current,whole,Cash,13079.24,1477.18,920.76,556.42,0.0
assistant property manager,2.0,IL,RENT,50000.0,Source Verified,6.51,,,,1,6.0,2005,1,18,11,29725,9263,0,0,,0,0,1,5,3.0,11,0.0,0,4,24300,13,10,5,0,94.4,0,0,credit_card,individual,7800,36,5.32,234.9,A,A1,Jan-2018,Current,whole,DirectPay,6993.38,937.29,806.62,130.67,0.0
,,PA,OWN,18000.0,Not Verified,19.27,,,,0,,2005,1,25,8,62000,11744,0,0,,0,0,0,3,12.0,8,0.0,0,4,32800,21,7,5,1,100.0,0,0,other,individual,2500,36,7.34,77.59,A,A4,Mar-2018,Current,whole,Cash,2311.96,230.73,188.04,42.69,0.0
property manager,10.0,WV,MORTGAGE,50000.0,Source Verified,14.11,,,,0,61.0,2004,2,31,20,240758,12199,0,6,65.0,0,4314,0,14,1.0,20,0.0,0,8,16400,25,19,16,3,100.0,5,1,credit_card,individual,10400,36,10.9,340.0,B,B4,Mar-2018,Current,whole,Cash,9656.69,1007.4,743.31,264.09,0.0
power production manager,10.0,VT,MORTGAGE,121000.0,Not Verified,29.62,,,,0,,2004,2,33,17,435583,109674,0,0,,0,0,9,7,4.0,17,0.0,0,4,20600,8,7,5,1,100.0,0,0,major_purchase,individual,7000,36,7.35,217.27,A,A4,Jan-2018,Current,whole,Cash,6117.28,1083.49,882.72,200.77,0.0
pediatrician,10.0,CA,MORTGAGE,275000.0,Not Verified,9.72,,,,0,48.0,1995,2,26,13,884610,127446,0,0,49.0,0,0,4,6,5.0,13,0.0,0,7,64600,15,7,7,3,84.0,0,0,credit_card,individual,40000,36,7.35,1241.5,A,A4,Jan-2018,Current,whole,DirectPay,34956.09,6191.17,5043.91,1147.26,0.0
maintenance mechanic,2.0,FL,MORTGAGE,64000.0,Verified,3.04,,,,0,,1997,6,27,14,257270,10293,0,0,,0,0,0,8,0.0,14,0.0,0,4,43100,20,13,4,3,100.0,0,0,house,individual,40000,60,11.99,889.58,B,B5,Jan-2018,Current,whole,Cash,37500.99,4421.26,2499.01,1922.25,0.0
billing lead,10.0,NC,RENT,57500.0,Not Verified,11.15,,,,0,31.0,1987,1,35,13,32745,16802,0,1,62.0,0,50,0,9,5.0,13,0.0,0,3,5600,22,11,7,1,88.9,0,1,credit_card,individual,10000,36,10.91,326.97,B,B4,Jan-2018,Current,whole,Cash,8798.08,1619.7,1201.92,417.78,0.0
digital marketing manager,0.0,MD,RENT,55000.0,Not Verified,18.13,,,,0,,2010,1,10,9,65847,41101,0,0,,0,0,7,1,3.0,9,0.0,0,1,13500,3,2,1,0,100.0,0,0,credit_card,individual,1800,36,7.35,55.87,A,A4,Feb-2018,Fully Paid,whole,Cash,0.0,1822.1103568114,1800.0,22.11,0.0
claim specialist,8.0,FL,MORTGAGE,65000.0,Not Verified,16.89,,,,0,35.0,1990,1,30,12,82173,41188,0,0,35.0,0,0,3,7,12.0,12,0.0,0,4,13800,21,9,6,1,96.7,0,0,debt_consolidation,individual,5000,36,9.92,161.15,B,B2,Mar-2018,Current,whole,Cash,4759.38,316.79,240.62,76.17,0.0
,,FL,RENT,75000.0,Source Verified,10.19,,,,0,69.0,2004,0,9,4,32200,22582,0,0,69.0,0,0,0,4,,4,0.0,0,2,7200,8,4,3,1,77.8,0,0,credit_card,individual,22000,36,6.71,676.39,A,A3,Mar-2018,Fully Paid,whole,DirectPay,0.0,22340.387088082,22000.0,340.39,0.0
sales,10.0,OH,MORTGAGE,55000.0,Source Verified,8.79,,,,0,,2007,3,15,4,350836,15284,0,0,,0,0,1,2,3.0,4,0.0,0,1,39500,8,2,1,3,100.0,0,0,medical,individual,1625,36,7.34,50.43,A,A4,Mar-2018,Fully Paid,whole,Cash,0.0,1625.4085103052,1625.0,0.41,0.0
loan officer,3.0,CA,RENT,150000.0,Source Verified,3.08,,,,0,,1994,0,14,9,87606,9044,0,0,,0,0,1,4,,9,0.0,0,3,73000,11,8,3,0,100.0,0,0,other,individual,8000,36,5.32,240.92,A,A1,Jan-2018,Fully Paid,fractional,Cash,0.0,8117.6644352173,8000.0,117.66,0.0
senior accountant ,10.0,MA,OWN,83800.0,Source Verified,13.94,,,,0,39.0,2002,2,32,20,120304,34499,0,0,128.0,0,0,2,4,3.0,20,0.0,0,3,29500,26,17,7,0,93.1,0,0,house,individual,30000,60,10.42,643.63,B,B3,Feb-2018,Current,whole,Cash,28447.4,2609.25,1552.6,1056.65,0.0
product man,2.0,GA,RENT,102500.0,Not Verified,3.52,,,,0,70.0,2000,0,18,10,92840,127470,0,1,70.0,0,61,1,0,,10,0.0,0,3,18000,12,9,4,0,83.3,1,0,debt_consolidation,individual,15000,36,6.71,461.18,A,A3,Mar-2018,Current,whole,Cash,13861.74,1377.95,1138.26,239.69,0.0
senior visual merchandising manager,10.0,NY,RENT,106000.0,Verified,9.97,,,,0,77.0,2007,1,16,10,117173,34568,0,0,,0,0,2,4,10.0,10,0.0,0,0,34400,12,7,0,0,93.8,0,0,debt_consolidation,individual,20000,36,6.08,609.17,A,A2,Feb-2018,Current,whole,Cash,17953.16,2429.92,2046.84,383.08,0.0
venturcap investment group ,2.0,RI,OWN,73500.0,Source Verified,13.38,,,,0,,2001,8,30,14,396163,86200,0,1,,0,0,1,4,1.0,14,0.0,0,6,37500,21,12,6,2,100.0,0,1,other,individual,12700,36,9.93,409.38,B,B2,Feb-2018,Current,whole,Cash,11467.66,1623.51,1232.34,391.17,0.0
lead its specialist,3.0,FL,RENT,95000.0,Source Verified,1.07,,,,0,,2014,1,2,2,6900,346,0,0,,0,0,0,0,6.0,2,0.0,0,2,6900,2,2,2,0,100.0,0,0,major_purchase,individual,36000,36,7.97,1127.62,A,A5,Jan-2018,Current,whole,Cash,31497.99,5622.16,4502.01,1120.15,0.0
manager,10.0,TX,OWN,33999.0,Verified,1.41,79999.0,Verified,0.98,0,,1983,0,14,7,237356,2409,0,0,,0,0,0,1,20.0,7,0.0,0,2,58000,9,6,3,2,100.0,0,0,house,joint,40000,60,9.44,838.91,B,B1,Feb-2018,Current,whole,Cash,37878.15,3313.68,2121.85,1191.83,0.0
foreman,3.0,MD,OWN,85000.0,Not Verified,11.07,,,,0,67.0,2004,1,25,11,298491,37578,0,0,,0,0,2,4,2.0,11,0.0,0,1,19800,18,8,2,2,100.0,0,0,debt_consolidation,individual,25000,36,7.34,775.82,A,A4,Feb-2018,Current,fractional,Cash,23119.84,2317.27,1880.16,437.11,0.0
realtor,10.0,PA,MORTGAGE,163000.0,Not Verified,6.46,,,,0,31.0,1998,2,23,14,132266,34799,0,0,,0,369,1,3,10.0,14,0.0,0,2,97000,17,12,4,3,100.0,0,0,home_improvement,individual,28000,36,7.35,869.05,A,A4,Jan-2018,Current,whole,Cash,24469.26,4333.82,3530.74,803.08,0.0
assistant store manager,5.0,MD,RENT,46000.0,Not Verified,28.16,,,,0,,2013,1,7,7,74500,24680,0,0,,0,0,1,1,4.0,7,0.0,0,5,52500,6,6,5,0,100.0,0,0,debt_consolidation,individual,12000,36,6.72,369.0,A,A3,Jan-2018,Current,whole,Cash,10474.0,1823.51,1526.0,297.51,0.0
regional staff nurse ,5.0,NJ,RENT,75000.0,Source Verified,19.26,,,,0,,2003,2,43,25,118155,33670,0,0,,0,2728,10,10,7.0,25,0.0,0,5,34500,28,15,10,0,100.0,0,0,renewable_energy,individual,10000,36,11.99,332.1,B,B5,Jan-2018,Current,whole,Cash,8815.65,1653.84,1184.35,469.49,0.0
driver ,2.0,MD,MORTGAGE,65000.0,Source Verified,13.37,,,,0,35.0,2005,2,16,4,160060,30871,0,0,60.0,0,0,1,2,0.0,4,0.0,0,2,6800,10,2,2,2,87.5,0,0,vacation,individual,10000,36,7.35,310.38,A,A4,Jan-2018,Current,whole,Cash,8739.0,1547.82,1261.0,286.82,0.0
customer service,10.0,MD,RENT,50000.0,Not Verified,35.84,,,,0,,1985,0,20,9,82609,43574,0,0,,0,0,3,1,,9,0.0,0,3,16900,13,6,5,0,100.0,0,0,medical,individual,20000,36,7.97,626.46,A,A5,Feb-2018,Current,whole,Cash,18005.74,2483.7,1994.26,489.44,0.0
senior wind technician,5.0,CO,MORTGAGE,50000.0,Source Verified,12.55,101000.0,Not Verified,26.77,0,,2002,1,24,13,215306,28393,0,0,,0,0,6,1,7.0,13,0.0,0,3,32000,8,5,3,2,100.0,0,0,major_purchase,joint,12000,36,5.31,361.33,A,A1,Feb-2018,Current,whole,Cash,11071.21,1080.45,928.79,151.66,0.0
nurse,10.0,NY,OWN,100000.0,Verified,7.48,,,,0,67.0,1993,1,13,11,52018,39895,0,0,67.0,0,0,5,4,6.0,11,0.0,0,3,10700,6,6,4,0,92.3,0,0,debt_consolidation,individual,13000,36,10.41,421.99,B,B3,Mar-2018,Current,whole,Cash,12064.28,1250.93,935.72,315.21,0.0
program director,10.0,FL,MORTGAGE,67400.0,Not Verified,13.82,,,,0,,2003,0,12,9,216344,21433,0,0,,0,1665,2,1,15.0,9,0.0,0,3,14500,7,6,5,1,100.0,0,0,home_improvement,individual,15000,60,9.92,318.12,B,B2,Mar-2018,Current,whole,Cash,14412.81,946.09,587.19,358.9,0.0
director special events,6.0,ID,OWN,65000.0,Not Verified,6.19,89000.0,Not Verified,13.49,0,,2011,2,8,3,192018,4766,0,0,,0,0,1,1,10.0,3,0.0,0,0,2500,4,1,0,2,100.0,0,0,debt_consolidation,joint,20000,60,11.99,444.79,B,B5,Jan-2018,Current,whole,Cash,18750.5,2190.64,1249.5,941.14,0.0
registered nurse,5.0,NC,MORTGAGE,71400.0,Source Verified,2.33,,,,1,16.0,2007,1,13,7,168600,2663,0,0,,0,0,0,4,10.0,7,0.0,0,2,14300,11,6,4,1,100.0,0,0,home_improvement,individual,12000,36,7.35,372.45,A,A4,Jan-2018,Current,whole,Cash,10486.83,1850.0,1513.17,336.83,0.0
stylist,10.0,CA,MORTGAGE,70000.0,Not Verified,14.49,,,,0,,2000,0,21,15,74700,17943,0,0,,0,0,1,3,14.0,15,0.0,0,7,47600,17,14,12,0,100.0,0,0,debt_consolidation,individual,15000,60,9.44,314.59,B,B1,Feb-2018,Current,whole,Cash,14204.31,1250.49,795.69,454.8,0.0
drain tech,10.0,OR,MORTGAGE,103170.0,Not Verified,1.0,135490.0,Not Verified,0.98,0,,2005,0,18,11,321250,4264,0,0,,0,0,0,2,,11,0.0,0,1,44600,10,8,1,4,100.0,0,0,credit_card,joint,12000,36,5.31,361.33,A,A1,Mar-2018,Current,whole,Cash,11071.21,1050.36,928.79,121.57,0.0
pharmacy technician,10.0,CA,MORTGAGE,54000.0,Verified,26.67,,,,0,67.0,1998,1,39,18,487175,39795,0,0,67.0,0,0,2,5,9.0,18,0.0,0,2,57200,28,15,7,2,94.9,0,0,debt_consolidation,individual,2500,36,7.35,77.6,A,A4,Feb-2018,Current,fractional,Cash,2248.55,309.38,251.45,57.93,0.0
police officer,10.0,NJ,MORTGAGE,196000.0,Verified,11.21,,,,0,,1999,1,19,9,372555,55831,0,0,,0,0,1,2,1.0,9,0.0,0,3,83000,9,6,4,2,100.0,0,0,credit_card,individual,20000,36,5.32,602.3,A,A1,Jan-2018,Current,whole,Cash,17408.96,3005.59,2591.04,414.55,0.0
,,CO,RENT,42000.0,Source Verified,17.43,,,,0,,1993,6,19,14,121474,25933,0,0,,0,672,1,6,3.0,14,0.0,0,3,15400,13,11,5,1,100.0,0,0,credit_card,individual,2500,36,7.35,77.6,A,A4,Jan-2018,Current,fractional,Cash,2248.54,311.94,251.46,60.48,0.0
director marketing ,10.0,AZ,MORTGAGE,170000.0,Not Verified,15.48,,,,0,75.0,1999,2,20,9,136526,96747,0,0,76.0,0,0,3,1,5.0,9,0.0,0,4,38800,8,5,5,1,90.0,0,0,credit_card,individual,40000,60,10.42,858.18,B,B3,Jan-2018,Current,whole,Cash,37401.02,4267.74,2598.98,1668.76,0.0
operator,9.0,TX,MORTGAGE,81000.0,Not Verified,11.07,,,,0,29.0,2012,0,19,11,179394,24939,0,0,,0,524,2,5,19.0,11,0.0,0,2,4100,7,7,6,1,94.7,0,0,debt_consolidation,individual,5500,36,10.91,179.83,B,B4,Feb-2018,Current,whole,Cash,4973.57,715.99,526.43,189.56,0.0
counselor,10.0,TX,MORTGAGE,70000.0,Source Verified,24.76,228000.0,Not Verified,11.48,0,,1994,0,24,16,415186,61454,0,0,,0,0,1,1,,16,0.0,0,2,11000,18,13,6,3,100.0,0,0,credit_card,joint,22000,36,5.32,662.53,A,A1,Feb-2018,Current,whole,Cash,19724.94,2643.62,2275.06,368.56,0.0
warehouse ,0.0,TN,MORTGAGE,37440.0,Source Verified,10.26,,,,0,,2008,0,8,4,101800,13569,0,0,,0,0,0,2,19.0,4,0.0,0,3,18800,3,3,3,2,100.0,0,0,credit_card,individual,11000,36,10.9,359.61,B,B4,Mar-2018,Current,whole,Cash,10213.82,1072.17,786.18,285.99,0.0
special education teacher,6.0,CA,RENT,89000.0,Not Verified,6.94,,,,0,40.0,2011,5,14,9,53200,9510,0,0,,0,0,2,6,1.0,9,0.0,0,1,34200,8,7,1,0,92.9,0,0,major_purchase,individual,6000,36,9.44,192.03,B,B1,Jan-2018,Current,whole,Cash,5264.37,957.0,735.63,221.37,0.0
member,10.0,MS,MORTGAGE,82000.0,Not Verified,8.08,,,,0,,1997,1,32,6,239411,13023,0,0,,0,0,2,2,2.0,6,0.0,0,2,10600,9,3,3,5,100.0,0,0,other,individual,25000,36,10.41,811.51,B,B3,Mar-2018,Current,whole,Cash,23805.57,1594.1,1194.43,399.67,0.0
heavy equipment operated ,4.0,AK,MORTGAGE,78000.0,Verified,26.75,,,,1,9.0,2000,1,36,15,350073,108015,0,0,,0,0,8,4,6.0,15,0.0,0,3,19400,11,6,4,1,94.3,0,0,debt_consolidation,individual,12500,60,7.97,253.28,A,A5,Jan-2018,Current,whole,DirectPay,11637.32,1260.87,862.68,398.19,0.0
procurement account manager,1.0,AL,MORTGAGE,101200.0,Source Verified,17.58,,,,0,,2001,0,27,13,323213,61599,0,0,,0,0,1,7,13.0,13,0.0,0,6,66300,19,10,7,5,100.0,0,0,debt_consolidation,individual,35000,36,7.97,1096.29,A,A5,Feb-2018,Current,whole,Cash,31510.1,4369.66,3489.9,879.76,0.0
driver,10.0,IL,MORTGAGE,68000.0,Source Verified,50.75,213000.0,,21.46,0,,2002,0,13,7,150047,84799,0,0,,0,0,4,0,14.0,7,0.0,0,2,41500,6,3,2,2,100.0,0,0,debt_consolidation,joint,20000,36,5.32,602.3,A,A1,Feb-2018,Current,fractional,DirectPay,17932.68,2403.29,2067.32,335.97,0.0
nurse manager,10.0,CA,MORTGAGE,185220.0,Not Verified,12.83,,,,1,22.0,1985,2,34,20,861686,84817,0,0,,0,0,3,8,10.0,20,0.0,0,0,37600,19,14,2,5,91.2,0,0,home_improvement,individual,20000,36,5.31,602.21,A,A1,Mar-2018,Fully Paid,whole,Cash,0.0,20131.310327725,20000.0,131.31,0.0
truck driver,3.0,AL,OWN,14400.0,Verified,8.75,,,,0,,1998,0,4,3,68863,2517,0,0,,0,0,0,1,20.0,3,0.0,0,1,2200,3,2,2,1,100.0,0,0,debt_consolidation,individual,9600,36,9.92,309.41,B,B2,Mar-2018,Current,whole,Cash,8904.13,917.65,695.87,221.78,0.0
operations management,10.0,TN,MORTGAGE,115000.0,Not Verified,15.5,,,,0,,2002,2,40,23,405641,56595,0,0,,0,0,3,10,1.0,23,0.0,0,9,111900,31,19,10,3,100.0,0,0,debt_consolidation,individual,20000,36,7.35,620.75,A,A4,Jan-2018,Current,whole,Cash,17478.04,3095.58,2521.96,573.62,0.0
superintendent,10.0,TN,MORTGAGE,117000.0,Not Verified,9.99,,,,0,,1999,0,9,4,92873,76496,0,0,,0,0,1,0,18.0,4,0.0,0,2,35600,4,3,2,0,100.0,0,0,debt_consolidation,individual,27000,36,9.93,870.33,B,B2,Feb-2018,Fully Paid,whole,DirectPay,0.0,27081.9175,27000.0,81.92,0.0
clerk,3.0,MN,MORTGAGE,40000.0,Not Verified,6.0,,,,0,61.0,2005,2,22,8,67555,6216,0,0,,0,0,0,6,5.0,8,0.0,0,2,6700,10,7,6,2,90.9,0,0,debt_consolidation,individual,1000,36,9.93,32.24,B,B2,Jan-2018,Current,whole,Cash,878.18,160.65,121.82,38.83,0.0
teacher,1.0,CA,RENT,62400.0,Source Verified,25.67,,,,0,,1997,0,22,12,108237,20800,0,0,,0,0,2,4,,12,0.0,0,2,35700,14,10,4,0,100.0,0,0,credit_card,individual,5600,36,6.08,170.57,A,A2,Jan-2018,Current,whole,Cash,4381.78,1350.96,1218.22,132.74,0.0
,,MA,MORTGAGE,92000.0,Source Verified,7.5,,,,0,,2011,1,10,9,47142,10900,0,1,,0,77,2,5,2.0,9,0.0,0,2,29000,8,7,2,0,100.0,1,0,major_purchase,individual,10000,36,7.96,313.18,A,A5,Mar-2018,Current,whole,Cash,9254.54,935.12,745.46,189.66,0.0
,,NY,MORTGAGE,72000.0,Not Verified,19.38,,,,0,27.0,1994,2,18,11,104611,25657,0,0,,0,0,2,2,0.0,11,0.0,0,7,25300,11,8,8,1,94.4,0,0,debt_consolidation,individual,24000,60,9.44,503.35,B,B1,Feb-2018,Current,whole,DirectPay,22726.88,1981.93,1273.12,708.81,0.0
material handler,6.0,AZ,MORTGAGE,90000.0,Not Verified,7.15,,,,0,,2007,2,22,11,187458,14871,0,0,,0,0,2,9,1.0,11,0.0,0,3,26500,14,8,5,2,95.5,0,0,debt_consolidation,individual,5000,36,6.72,153.75,A,A3,Jan-2018,Current,fractional,Cash,4364.17,764.08,635.83,128.25,0.0
cardiac sonographer,0.0,NC,MORTGAGE,55000.0,Source Verified,7.2,,,,0,,2006,2,25,6,266379,42869,0,0,,0,0,1,3,6.0,6,0.0,0,2,9300,12,4,2,2,100.0,0,0,debt_consolidation,individual,11000,60,11.99,244.64,B,B5,Feb-2018,Current,whole,Cash,10452.94,971.23,547.06,424.17,0.0
district manager,10.0,CA,RENT,65000.0,Source Verified,9.4,,,,0,,2006,0,11,9,41600,19003,0,0,,0,0,0,2,,9,0.0,0,5,29400,11,9,8,0,100.0,0,0,other,individual,35000,36,11.99,1162.34,B,B5,Jan-2018,Current,fractional,Cash,30854.83,5788.39,4145.17,1643.22,0.0
hr generalist,6.0,AZ,MORTGAGE,59000.0,Not Verified,13.2,,,,0,,2006,0,9,5,125014,21796,0,0,,0,0,1,0,,5,0.0,0,1,11800,6,3,2,1,100.0,0,0,credit_card,individual,7200,36,6.08,219.3,A,A2,Jan-2018,Current,whole,Cash,6276.59,1094.07,923.41,170.66,0.0
director of supply chain operations,4.0,PA,MORTGAGE,180000.0,Not Verified,16.56,,,,0,,1993,0,30,14,569999,85647,0,0,,0,0,5,6,21.0,14,0.0,0,1,90500,14,8,3,7,100.0,0,0,home_improvement,individual,25000,60,7.34,499.06,A,A4,Mar-2018,Current,whole,Cash,23955.21,1476.79,1044.79,432.0,0.0
program development director,5.0,CA,RENT,84500.0,Not Verified,22.64,120600.0,Not Verified,17.3,0,69.0,2003,0,26,11,111470,78673,0,1,69.0,0,0,9,3,13.0,11,0.0,0,1,12500,9,2,2,0,95.7,0,1,debt_consolidation,joint,17000,36,6.72,522.74,A,A3,Jan-2018,Current,whole,Cash,14838.22,2601.01,2161.78,439.23,0.0
owner,10.0,RI,MORTGAGE,36000.0,Verified,9.93,86000.0,Verified,22.79,0,,2003,3,13,6,219724,10368,0,0,,0,0,0,1,1.0,6,0.0,0,2,27800,7,5,2,2,100.0,0,0,debt_consolidation,joint,30000,60,11.99,667.19,B,B5,Jan-2018,Current,whole,Cash,28508.06,2648.78,1491.94,1156.84,0.0
