emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
technical architect,4.0,MD,MORTGAGE,150000.0,Not Verified,17.57,,,,2,6.0,1994,1,23,10,445786,117574,0,0,6.0,0,0,3,5,12.0,10,0.0,0,2,22000,15,6,5,4,85.0,0,0,debt_consolidation,individual,25000,60,10.42,536.36,B,B3,Jan-2018,Current,whole,Cash,23375.65,2667.33,1624.35,1042.98,0.0
application manager,10.0,CT,OWN,355000.0,Verified,18.41,,,,0,65.0,2000,4,51,32,857825,254054,0,0,,0,0,11,9,2.0,32,0.0,0,12,108100,23,19,14,6,98.0,0,0,debt_consolidation,individual,24000,60,10.9,520.63,B,B4,Mar-2018,Current,whole,Cash,23083.83,1583.69,916.17,667.52,0.0
it tech ii,4.0,CA,MORTGAGE,110000.0,Source Verified,20.75,,,,0,,1993,0,22,21,636904,52392,0,0,,0,0,2,7,18.0,21,0.0,0,6,62500,19,18,8,1,100.0,0,0,debt_consolidation,individual,40000,36,9.93,1289.38,B,B2,Feb-2018,Current,whole,Cash,36118.63,5102.35,3881.37,1220.98,0.0
area sales leader,10.0,CA,RENT,195000.0,Not Verified,3.77,,,,0,36.0,2001,0,20,5,39900,29080,0,0,,0,0,2,7,,5,0.0,0,1,23500,9,3,1,0,85.0,0,0,other,individual,15000,36,13.59,509.69,C,C2,Feb-2018,Current,whole,Cash,13618.79,2027.44,1381.21,646.23,0.0
road driver,8.0,GA,RENT,107000.0,Source Verified,4.23,,,,1,14.0,2013,4,32,27,264370,34961,0,0,,0,0,7,17,1.0,27,0.0,0,8,32900,21,19,10,2,96.8,0,0,home_improvement,individual,36000,36,9.93,1160.44,B,B2,Feb-2018,Current,whole,Cash,32506.78,4522.6,3493.22,1029.38,0.0
senior project manager,4.0,GA,MORTGAGE,139000.0,Verified,18.26,233000.0,Verified,23.15,0,,2002,6,53,29,544552,115059,0,1,,0,0,11,14,1.0,29,0.0,0,5,41100,27,17,10,2,100.0,0,1,moving,joint,5000,36,13.58,169.87,C,C2,Mar-2018,Current,fractional,Cash,4772.14,335.89,227.86,108.03,0.0
ceo team leader,2.0,FL,MORTGAGE,175000.0,Verified,16.58,,,,0,,2008,2,22,19,149061,61675,0,1,,0,0,3,2,3.0,19,0.0,0,4,47500,16,16,5,0,100.0,0,1,home_improvement,individual,34725,36,7.35,1077.78,A,A4,Jan-2018,Current,whole,Cash,31232.72,4296.94,3492.28,804.66,0.0
corporate client manager,1.0,IL,RENT,125000.0,Source Verified,4.09,,,,2,19.0,2001,4,35,8,48370,19958,0,0,,0,0,1,5,1.0,8,0.0,0,4,32200,13,7,4,7,91.4,0,0,debt_consolidation,individual,30000,36,14.08,1026.5,C,C3,Jan-2018,Fully Paid,whole,Cash,0.0,30568.8691644437,30000.0,568.87,0.0
auto paint tech,5.0,NC,MORTGAGE,110000.0,Source Verified,19.29,,,,0,,2012,0,20,17,100610,65560,0,0,,0,0,3,6,15.0,17,0.0,0,3,11200,15,14,9,0,100.0,0,0,credit_card,individual,20000,60,10.91,433.96,B,B4,Feb-2018,Current,whole,DirectPay,19236.72,1289.76,763.28,526.48,0.0
owner,8.0,TX,MORTGAGE,144000.0,Verified,34.26,,,,0,,1976,5,46,23,555548,119593,0,0,,0,0,5,9,2.0,23,0.0,0,8,132800,24,17,12,4,100.0,0,0,credit_card,individual,30000,36,6.72,922.48,A,A3,Jan-2018,Current,whole,Cash,25242.14,5523.68,4757.86,765.82,0.0
clinical specialist,4.0,CA,RENT,150000.0,Source Verified,15.4,,,,0,27.0,2005,7,23,13,170254,116927,0,0,,0,0,4,6,1.0,13,0.0,0,4,61800,11,9,6,0,100.0,0,0,debt_consolidation,individual,20000,36,5.31,602.21,A,A1,Mar-2018,Current,whole,DirectPay,18452.04,1794.83,1547.96,246.87,0.0
district manager,7.0,PA,MORTGAGE,150000.0,Source Verified,20.52,,,,0,,1998,5,41,15,622913,106965,0,0,,0,0,1,3,1.0,15,0.0,0,8,125300,25,12,8,5,100.0,0,0,home_improvement,individual,25000,36,10.9,817.29,B,B4,Mar-2018,Current,whole,Cash,23213.25,2436.73,1786.75,649.98,0.0
associate professor,4.0,MA,MORTGAGE,145000.0,Source Verified,16.14,,,,0,,1996,1,13,11,1172176,68245,0,0,,0,0,3,4,10.0,11,0.0,0,4,61300,6,5,4,3,100.0,0,0,debt_consolidation,individual,6025,36,13.59,204.73,C,C2,Jan-2018,Current,whole,Cash,5326.88,1014.55,698.12,316.43,0.0
country manager,6.0,CA,RENT,106000.0,Source Verified,8.74,,,,0,,2012,0,11,5,48800,25853,0,0,,0,4422,0,0,,5,0.0,0,1,33000,8,4,1,0,100.0,0,0,other,individual,35000,36,13.59,1189.26,C,C2,Feb-2018,Current,whole,Cash,31774.18,4730.62,3225.82,1504.8,0.0
owner,10.0,TX,MORTGAGE,190000.0,Not Verified,8.24,,,,0,,1996,1,22,13,276981,45724,0,0,,0,0,3,4,11.0,13,0.0,0,3,42600,15,8,5,2,100.0,0,0,home_improvement,individual,12000,36,5.32,361.38,A,A1,Feb-2018,Current,fractional,Cash,10759.06,1438.43,1240.94,197.49,0.0
manager,4.0,NY,RENT,108000.0,Verified,20.82,,,,0,,2005,3,18,10,108431,75596,0,1,,0,0,5,5,11.0,10,0.0,0,4,16000,8,5,4,0,100.0,0,1,debt_consolidation,individual,40000,60,12.61,902.16,C,C1,Mar-2018,Current,whole,Cash,38539.28,2678.46,1460.72,1217.74,0.0
special agent,10.0,VA,MORTGAGE,148000.0,Source Verified,14.79,,,,0,29.0,1994,0,44,16,552216,170200,0,0,29.0,0,0,10,4,,16,0.0,0,3,7500,14,5,4,3,81.8,0,0,debt_consolidation,individual,32400,60,9.93,687.29,B,B2,Jan-2018,Current,whole,Cash,30269.12,3391.77,2130.88,1260.89,0.0
general manager,9.0,LA,MORTGAGE,165000.0,Verified,20.6,,,,0,,2006,2,34,16,268859,72522,0,0,,0,0,3,4,10.0,16,0.0,0,7,38900,18,11,7,1,100.0,0,0,debt_consolidation,individual,28000,36,12.61,938.18,C,C1,Mar-2018,Current,whole,Cash,26047.79,2647.81,1952.21,695.6,0.0
owner,9.0,NJ,RENT,150000.0,Verified,32.52,,,,0,,1996,0,24,12,213171,142130,0,0,,0,0,3,1,14.0,12,0.0,0,4,81300,14,9,8,0,100.0,0,0,major_purchase,individual,30000,36,20.39,1120.88,D,D4,Mar-2018,Current,fractional,Cash,28767.36,2173.79,1232.64,941.15,0.0
pipewelder,2.0,TX,MORTGAGE,140000.0,Source Verified,21.48,,,,2,11.0,2004,0,20,7,262290,110232,1,0,11.0,0,1316,3,3,22.0,7,0.0,0,1,1100,3,2,1,1,85.0,0,0,other,individual,12000,36,19.03,440.06,D,D3,Feb-2018,In Grace Period,whole,Cash,11238.77,1307.49,761.23,546.26,0.0
software developer,9.0,AZ,MORTGAGE,180000.0,Verified,8.83,,,,1,14.0,2004,1,21,10,430548,65739,0,0,,0,0,2,3,11.0,10,0.0,0,3,12500,12,7,4,4,90.5,0,0,debt_consolidation,individual,40000,36,10.42,1298.59,B,B3,Jan-2018,Current,whole,Cash,35160.4,6446.64,4839.6,1607.04,0.0
controller,6.0,MS,MORTGAGE,139000.0,Source Verified,28.04,171000.0,Not Verified,28.03,0,31.0,2005,4,60,22,251592,143665,0,0,,0,0,6,9,2.0,22,0.0,0,12,21800,17,14,14,1,98.3,0,0,major_purchase,joint,16000,60,19.42,418.76,D,D3,Mar-2018,Current,whole,Cash,15512.72,1239.02,487.28,751.74,0.0
cfo,2.0,NY,OWN,135000.0,Source Verified,8.81,,,,0,26.0,1999,8,16,8,1016080,95241,0,0,43.0,0,0,5,5,1.0,8,0.0,0,1,3300,3,1,1,5,87.5,0,0,major_purchase,individual,27900,36,9.93,899.34,B,B2,Feb-2018,Current,fractional,Cash,25195.01,3581.97,2704.99,876.98,0.0
carpenter ,5.0,CA,MORTGAGE,140000.0,Verified,19.91,,,,2,12.0,2006,7,31,22,134194,51583,0,0,14.0,0,0,4,10,3.0,22,0.0,0,9,43900,22,18,11,0,93.3,0,0,debt_consolidation,individual,24000,60,18.45,615.34,D,D2,Feb-2018,Current,whole,Cash,22991.68,2436.76,1008.32,1428.44,0.0
administrative assistant,10.0,PA,OWN,107000.0,Verified,25.07,,,,0,,1983,1,37,20,449015,95800,0,0,,0,0,1,6,5.0,20,0.0,0,8,38900,23,18,15,5,100.0,0,0,debt_consolidation,individual,28000,60,15.05,666.86,C,C4,Feb-2018,Current,whole,Cash,26713.26,2667.45,1286.74,1380.71,0.0
product line manager,10.0,TX,MORTGAGE,195000.0,Source Verified,10.29,,,,0,26.0,1998,1,25,15,780075,45237,0,0,,0,0,2,4,2.0,15,0.0,0,4,111500,18,12,4,3,88.0,0,0,home_improvement,individual,25000,36,5.31,752.76,A,A1,Mar-2018,Current,whole,Cash,23065.06,2250.9,1934.94,315.96,0.0
senior account manager,5.0,GA,MORTGAGE,109000.0,Source Verified,5.41,,,,3,5.0,2000,1,14,5,300553,7244,0,0,5.0,0,3613,1,3,6.0,5,0.0,0,1,1300,7,3,2,4,50.0,0,0,vacation,individual,4200,36,11.99,139.49,B,B5,Jan-2018,Current,whole,Cash,3702.53,691.85,497.47,194.38,0.0
sr sys admin,10.0,CA,MORTGAGE,129000.0,Not Verified,11.14,,,,0,42.0,1982,1,27,13,834299,122571,0,0,42.0,0,0,0,6,6.0,13,0.0,0,6,82500,20,12,7,3,81.5,0,0,other,individual,15000,36,6.07,456.81,A,A2,Mar-2018,Current,whole,Cash,13851.4,1365.37,1148.6,216.77,0.0
crna,4.0,OH,MORTGAGE,254000.0,Not Verified,7.27,,,,0,76.0,1993,0,36,17,422619,60490,0,1,76.0,0,0,9,3,,17,0.0,0,2,20600,12,7,2,2,91.7,1,0,home_improvement,individual,25000,60,9.43,524.2,B,B1,Mar-2018,Current,whole,Cash,24341.94,1035.3,658.06,377.24,0.0
teacher/administrator,10.0,NY,MORTGAGE,135400.0,Verified,17.89,,,,0,,1996,0,30,16,533299,150720,0,0,,0,0,2,2,,16,0.0,0,6,76200,24,12,6,4,100.0,0,0,credit_card,individual,35000,60,10.9,759.25,B,B4,Mar-2018,Current,whole,Cash,34113.32,1497.31,886.68,610.63,0.0
lead consulting data analyst,5.0,TN,RENT,105000.0,Source Verified,21.22,,,,0,,2005,1,37,15,125637,103062,0,0,,0,0,3,5,11.0,15,0.0,0,7,25900,11,10,10,0,100.0,0,0,debt_consolidation,individual,24000,60,19.03,622.97,D,D3,Jan-2018,Current,whole,DirectPay,22749.1,3051.42,1250.9,1800.52,0.0
director of product development ,5.0,NY,OWN,185000.0,Source Verified,0.0,,,,0,,2000,7,17,3,16100,0,0,0,,0,0,0,0,2.0,3,0.0,0,0,9000,13,3,0,0,100.0,0,0,home_improvement,individual,35000,36,6.08,1066.04,A,A2,Feb-2018,Current,whole,Cash,31418.07,4240.52,3581.93,658.59,0.0
director of it,1.0,GA,MORTGAGE,140000.0,Source Verified,3.44,,,,0,,2007,1,13,11,271943,10979,0,0,,0,0,0,11,1.0,11,0.0,0,4,22100,12,10,8,1,100.0,0,0,debt_consolidation,individual,11000,60,15.04,261.93,C,C4,Mar-2018,Current,whole,Cash,10623.12,831.75,376.88,454.87,0.0
principle fellow,10.0,CA,OWN,300000.0,Not Verified,11.99,,,,0,,1996,0,25,13,480716,130723,0,0,,0,0,3,7,13.0,13,0.0,0,6,166000,17,9,8,2,100.0,0,0,credit_card,individual,35000,60,17.09,871.54,D,D1,Feb-2018,Current,whole,Cash,33475.49,3452.93,1524.51,1928.42,0.0
vp enrollment ,1.0,NY,RENT,198000.0,Not Verified,19.07,,,,0,72.0,1989,0,39,19,534697,248712,0,0,,0,0,11,4,18.0,19,0.0,0,5,46600,16,7,6,5,94.9,0,0,debt_consolidation,individual,2500,36,10.9,81.73,B,B4,Mar-2018,Current,whole,Cash,2321.32,242.16,178.68,63.48,0.0
corporal,10.0,PA,MORTGAGE,135000.0,Source Verified,18.57,,,,1,11.0,2005,1,29,13,339994,42232,0,0,36.0,0,0,3,7,10.0,13,0.0,0,2,19200,15,9,6,4,93.1,0,0,debt_consolidation,individual,19200,36,13.58,652.31,C,C2,Mar-2018,Current,fractional,Cash,17880.09,1927.96,1319.91,608.05,0.0
nurse consultant,5.0,MD,MORTGAGE,115000.0,Source Verified,3.21,215000.0,Source Verified,19.72,0,,1999,0,14,6,221207,11691,0,0,,0,0,1,1,,6,0.0,0,1,55400,6,4,1,3,100.0,0,0,credit_card,joint,34100,36,6.72,1048.55,A,A3,Feb-2018,Current,whole,Cash,30640.72,4168.74,3459.28,709.46,0.0
sales ,7.0,CT,MORTGAGE,250000.0,Source Verified,4.43,,,,0,,2010,4,25,13,290100,40880,0,0,,0,0,2,7,3.0,13,0.0,0,5,100800,17,10,6,3,100.0,0,0,home_improvement,individual,40000,36,6.07,1218.15,A,A2,Mar-2018,Current,fractional,Cash,36937.11,3627.47,3062.89,564.58,0.0
head of finance,3.0,NJ,MORTGAGE,150000.0,Source Verified,22.38,,,,0,79.0,2001,0,34,18,524179,100109,0,0,,0,0,4,2,20.0,18,0.0,0,10,110900,27,13,12,2,100.0,0,0,home_improvement,individual,20000,36,6.72,614.99,A,A3,Jan-2018,Current,whole,Cash,17456.72,3067.48,2543.28,524.2,0.0
realtor,7.0,CO,RENT,150000.0,Source Verified,18.8,,,,0,,1963,3,15,9,156707,126555,0,1,,0,0,3,3,2.0,9,0.0,0,4,33000,8,6,5,0,100.0,1,0,debt_consolidation,individual,22500,36,5.31,677.49,A,A1,Mar-2018,Current,whole,DirectPay,20758.53,2019.19,1741.47,277.72,0.0
attorney,3.0,VA,RENT,170000.0,Not Verified,19.13,,,,0,,2001,0,28,11,221252,194434,0,0,,0,0,6,2,14.0,11,0.0,0,4,31600,5,5,4,0,100.0,0,0,credit_card,individual,23000,36,7.35,713.86,A,A4,Jan-2018,Current,whole,Cash,20099.76,3559.91,2900.24,659.67,0.0
assistant prosecutor,4.0,NJ,MORTGAGE,140000.0,Source Verified,16.07,,,,0,,1999,1,47,21,447509,120729,0,0,,0,0,7,5,5.0,21,0.0,0,6,37700,14,12,10,2,100.0,0,0,debt_consolidation,individual,25000,60,12.61,563.85,C,C1,Mar-2018,Current,whole,DirectPay,24087.04,1586.47,912.96,673.51,0.0
police officer,10.0,CA,MORTGAGE,189000.0,Not Verified,16.62,,,,1,13.0,1995,0,32,9,608902,118160,0,0,37.0,0,0,3,2,16.0,9,0.0,0,0,12800,14,5,1,6,93.8,0,0,debt_consolidation,individual,18000,60,12.62,406.07,C,C1,Jan-2018,Current,whole,Cash,16893.11,2017.73,1106.89,910.84,0.0
senior loan officer,5.0,CA,MORTGAGE,130000.0,Not Verified,15.02,,,,0,,1992,1,20,10,74706,37253,0,1,,0,0,2,5,1.0,10,0.0,0,1,9000,14,8,1,0,100.0,0,1,debt_consolidation,individual,21000,60,15.05,500.14,C,C4,Jan-2018,Current,whole,Cash,19786.11,2465.58,1213.89,1251.69,0.0
region sales manager ,0.0,NC,RENT,117000.0,Source Verified,25.56,,,,0,69.0,1999,1,18,10,154109,101567,0,0,72.0,0,0,3,4,6.0,10,0.0,0,3,41600,12,7,5,0,77.8,0,0,other,individual,15000,36,13.59,509.69,C,C2,Jan-2018,Current,whole,Cash,13262.0,2525.8,1738.0,787.8,0.0
supervisor,10.0,TX,MORTGAGE,125000.0,Not Verified,10.38,,,,0,73.0,2004,0,26,19,283667,36494,0,0,,0,0,9,3,16.0,19,0.0,0,6,32900,15,9,8,1,96.2,0,0,debt_consolidation,individual,20000,60,9.43,419.36,B,B1,Mar-2018,Current,whole,Cash,19207.22,1247.6,792.78,454.82,0.0
electrical and instrument designer,3.0,LA,MORTGAGE,130000.0,Verified,18.77,195000.0,Not Verified,21.82,1,22.0,2004,2,34,9,421240,80542,0,0,,0,0,3,5,11.0,9,0.0,0,1,18000,16,4,3,6,97.1,0,0,debt_consolidation,joint,27850,60,15.05,663.29,C,C4,Jan-2018,Current,whole,Cash,26240.1,3293.16,1609.9,1683.26,0.0
manager,10.0,NC,MORTGAGE,140000.0,Verified,17.51,,,,0,52.0,2003,1,14,8,107147,87862,0,0,52.0,0,0,2,3,12.0,8,0.0,0,3,23400,7,6,5,2,92.9,0,0,debt_consolidation,individual,20000,36,16.01,703.24,C,C5,Mar-2018,Current,fractional,Cash,18673.24,2074.14,1326.76,747.38,0.0
,,CA,RENT,120000.0,Not Verified,6.44,,,,0,26.0,2007,3,26,12,44414,12858,0,6,49.0,0,2709,2,12,4.0,12,0.0,0,0,3500,22,10,0,0,90.9,5,1,other,individual,15000,36,9.44,480.08,B,B1,Jan-2018,Current,whole,Cash,13534.5,1912.45,1465.5,446.95,0.0
elevator mechanic,1.0,CA,RENT,139200.0,Not Verified,20.53,,,,7,13.0,1984,4,51,9,283785,37605,0,0,15.0,0,72,2,6,3.0,9,0.0,0,5,3700,30,6,6,13,66.7,0,0,debt_consolidation,individual,10000,36,14.07,342.12,C,C3,Mar-2018,Current,whole,Cash,9317.45,1010.73,682.55,328.18,0.0
owner-consultant,10.0,FL,RENT,120000.0,Not Verified,6.31,,,,0,,1982,0,11,6,20300,13613,0,4,,0,0,1,2,16.0,6,0.0,0,3,10200,7,5,3,0,100.0,1,3,debt_consolidation,individual,10000,36,10.9,326.92,B,B4,Mar-2018,Current,whole,Cash,9285.29,974.7,714.71,259.99,0.0
mechanical engineer,7.0,LA,MORTGAGE,105000.0,Not Verified,23.06,175000.0,Not Verified,15.59,0,,2008,2,18,10,137325,33317,0,0,,0,0,3,3,4.0,10,0.0,0,3,51500,12,7,4,2,100.0,0,0,credit_card,joint,28000,36,5.32,843.22,A,A1,Feb-2018,Current,whole,Cash,25104.47,3356.33,2895.53,460.8,0.0
ct technologist,7.0,CA,MORTGAGE,120000.0,Not Verified,13.87,,,,1,9.0,2004,0,17,8,471269,46386,0,0,,0,0,2,1,14.0,8,0.0,0,3,32000,11,5,4,4,94.1,0,0,debt_consolidation,individual,11200,60,9.92,237.53,B,B2,Mar-2018,Current,whole,Cash,10761.57,700.25,438.43,261.82,0.0
director,1.0,FL,MORTGAGE,352250.0,Source Verified,5.22,,,,0,,1970,6,16,5,58200,49447,0,0,,0,0,1,1,2.0,5,0.0,0,3,48200,9,3,3,0,100.0,0,0,house,individual,40000,60,15.05,952.65,C,C4,Jan-2018,Current,whole,Cash,37370.36,5029.81,2629.64,2400.17,0.0
president,10.0,FL,MORTGAGE,249996.0,Source Verified,6.83,,,,0,55.0,2006,1,19,11,561236,51966,0,1,65.0,0,0,2,6,6.0,11,0.0,0,3,116700,10,8,4,1,84.2,1,0,car,individual,30000,60,11.99,667.19,B,B5,Jan-2018,Current,whole,Cash,28508.06,2648.78,1491.94,1156.84,0.0
technical,10.0,OH,OWN,180000.0,Not Verified,12.66,,,,0,81.0,2002,1,26,11,158833,98868,0,0,,0,0,4,6,12.0,11,0.0,0,0,0,9,7,7,2,92.3,0,0,debt_consolidation,individual,6000,36,7.34,186.2,A,A4,Mar-2018,Current,fractional,Cash,5700.09,367.51,299.91,67.6,0.0
teacher,6.0,MA,MORTGAGE,110000.0,Not Verified,6.68,,,,0,34.0,2002,0,34,15,310403,25553,0,0,,0,0,2,4,13.0,15,0.0,0,5,58000,25,12,9,4,90.9,0,0,debt_consolidation,individual,4000,36,6.07,121.82,A,A2,Mar-2018,Current,whole,Cash,3693.7,362.76,306.3,56.46,0.0
engineer,10.0,CO,RENT,105000.0,Source Verified,10.13,,,,0,,1999,4,17,11,58100,23408,0,1,,0,0,1,9,1.0,11,0.0,0,2,30300,12,9,4,0,100.0,0,1,credit_card,individual,10200,36,13.59,346.59,C,C2,Feb-2018,Current,whole,Cash,9259.88,1378.66,940.12,438.54,0.0
senior business analyst,6.0,NC,MORTGAGE,110000.0,Source Verified,15.91,,,,0,33.0,2011,3,20,8,343926,42888,0,0,78.0,0,0,3,9,5.0,8,0.0,0,3,6600,8,4,3,3,93.8,0,0,debt_consolidation,individual,6000,36,19.03,220.03,D,D3,Jan-2018,Current,fractional,Cash,5355.47,1120.14,644.53,475.61,0.0
sr loan officer,7.0,CA,MORTGAGE,160000.0,Verified,12.74,,,,0,,1997,1,13,7,533896,80595,0,0,,0,0,2,5,4.0,7,0.0,0,2,13600,9,4,2,2,100.0,0,0,home_improvement,individual,35000,36,13.58,1189.09,C,C2,Mar-2018,Current,fractional,Cash,32593.95,3552.27,2406.05,1146.22,0.0
"supervisor, production",10.0,MS,OWN,101794.0,Source Verified,26.22,,,,0,,1978,0,20,7,103366,63234,0,0,,0,0,4,1,16.0,7,0.0,0,1,23000,6,3,1,1,100.0,0,0,debt_consolidation,individual,29000,36,12.62,971.83,C,C1,Jan-2018,Current,whole,Cash,25594.9,4818.49,3405.1,1413.39,0.0
executive ,0.0,IL,OWN,107000.0,Not Verified,10.11,,,,0,33.0,2005,1,14,8,110678,68358,0,0,,0,0,3,7,1.0,8,0.0,0,2,12900,7,5,4,0,78.6,0,0,debt_consolidation,individual,10000,36,10.91,326.97,B,B4,Jan-2018,Current,whole,Cash,9042.83,1301.82,957.17,344.65,0.0
hr sourcer ,0.0,CT,MORTGAGE,120000.0,Not Verified,8.46,,,,1,23.0,2000,3,32,19,262282,61943,0,0,,0,0,8,7,1.0,19,0.0,0,5,67400,18,9,5,4,90.3,0,0,home_improvement,individual,15000,60,7.35,299.51,A,A4,Jan-2018,Current,whole,Cash,13949.55,1491.43,1050.45,440.98,0.0
maritime transportation specialist,8.0,VA,RENT,100203.0,Source Verified,20.41,,,,0,42.0,2002,1,29,11,122235,89247,0,0,,0,0,3,1,1.0,11,0.0,0,5,32400,11,8,8,2,96.2,0,0,debt_consolidation,individual,12000,36,11.99,398.52,B,B5,Jan-2018,Current,whole,Cash,10578.78,1984.61,1421.22,563.39,0.0
its5,10.0,WA,MORTGAGE,105000.0,Not Verified,3.13,,,,0,37.0,2000,6,35,7,252376,14696,0,0,50.0,0,0,0,4,2.0,7,0.0,0,4,30000,20,6,4,4,94.1,0,0,debt_consolidation,individual,16000,36,9.43,512.01,B,B1,Mar-2018,Current,whole,Cash,14832.04,1519.27,1167.96,351.31,0.0
owner,10.0,IN,MORTGAGE,125000.0,Verified,36.29,160000.0,Verified,28.55,0,42.0,1978,0,17,10,574851,125417,0,1,,0,0,4,3,13.0,10,0.0,0,2,22000,8,3,3,3,82.4,1,0,debt_consolidation,joint,34000,60,16.02,827.18,C,C5,Mar-2018,Current,whole,Cash,32866.83,2451.28,1133.17,1318.11,0.0
director of corporate operations,0.0,MN,MORTGAGE,130000.0,Source Verified,12.28,168000.0,Not Verified,13.58,0,,2008,1,30,23,296496,77944,0,0,,0,0,12,2,7.0,23,0.0,0,2,93600,16,10,2,1,100.0,0,0,credit_card,joint,17500,60,7.35,349.42,A,A4,Jan-2018,Current,whole,Cash,16273.9,1697.09,1226.1,470.99,0.0
executive,1.0,MI,MORTGAGE,200000.0,Source Verified,22.96,,,,0,25.0,1987,2,23,18,592023,117755,0,0,,0,0,2,2,3.0,18,0.0,0,10,90300,17,14,12,1,95.7,0,0,credit_card,individual,19000,60,14.08,442.89,C,C3,Jan-2018,Current,whole,Cash,17874.1,2199.59,1125.9,1073.69,0.0
area manager,1.0,TX,MORTGAGE,140000.0,Not Verified,18.76,,,,0,26.0,1999,0,25,9,276186,78433,0,0,,0,0,3,2,,9,0.0,0,3,30900,14,5,3,4,92.0,0,0,debt_consolidation,individual,18000,60,12.62,406.07,C,C1,Jan-2018,Current,whole,Cash,16893.11,2005.11,1106.89,898.22,0.0
sr software engineer,3.0,CA,RENT,144000.0,Not Verified,7.16,,,,0,38.0,1995,1,13,5,32881,27018,0,0,,0,0,3,5,12.0,5,0.0,0,1,800,2,2,2,0,92.3,0,0,other,individual,7000,36,12.61,234.55,C,C1,Mar-2018,Current,whole,Cash,6511.92,725.73,488.08,237.65,0.0
director,10.0,OK,MORTGAGE,180000.0,Not Verified,21.05,,,,1,17.0,1991,3,34,10,239875,96480,0,0,,0,0,5,5,1.0,9,0.0,0,2,11700,14,4,2,3,96.4,0,0,debt_consolidation,individual,8400,36,18.45,305.58,D,D2,Feb-2018,Current,whole,Cash,7862.53,908.13,537.47,370.66,0.0
director asset management ,3.0,GA,MORTGAGE,150000.0,Source Verified,12.4,,,,0,,2006,2,18,7,168030,134160,0,1,,0,0,3,2,1.0,7,0.0,0,4,62500,6,4,4,0,100.0,0,1,credit_card,individual,28000,60,9.93,593.96,B,B2,Jan-2018,Current,whole,Cash,26158.47,2954.35,1841.53,1112.82,0.0
sr developer,2.0,NV,MORTGAGE,353000.0,Source Verified,12.09,,,,0,,1994,6,28,16,836277,304327,0,0,,0,0,3,9,6.0,16,0.0,0,6,101600,17,12,9,3,100.0,0,0,debt_consolidation,individual,35000,36,6.08,1066.04,A,A2,Jan-2018,Current,fractional,Cash,30511.2,5383.41,4488.8,894.61,0.0
systems administrator sr,3.0,TX,RENT,104550.0,Not Verified,10.95,,,,0,,2007,0,16,10,108144,51673,0,0,,0,0,1,5,15.0,10,0.0,0,4,44600,14,9,6,0,100.0,0,0,credit_card,individual,10000,36,5.32,301.15,A,A1,Jan-2018,Current,fractional,DirectPay,8704.47,1495.41,1295.53,199.88,0.0
manager,10.0,NY,MORTGAGE,132000.0,Verified,7.5,,,,0,,1997,3,22,4,56436,27485,0,0,,0,0,1,4,1.0,4,0.0,0,2,24600,11,2,2,6,100.0,0,0,moving,individual,5000,36,7.97,156.62,A,A5,Jan-2018,Fully Paid,whole,Cash,0.0,5045.0334254771,5000.0,45.03,0.0
associate attorney,4.0,IL,RENT,285000.0,Not Verified,14.46,,,,1,14.0,2004,2,30,23,283766,240328,0,0,,0,0,15,3,4.0,23,0.0,0,4,80100,10,8,5,0,93.3,0,0,credit_card,individual,40000,36,7.97,1252.91,A,A5,Feb-2018,Current,whole,Cash,36011.51,4976.22,3988.49,987.73,0.0
customer service agent,10.0,OH,MORTGAGE,105000.0,Verified,24.06,,,,0,,2004,1,22,8,320730,63140,0,1,,0,0,4,4,8.0,8,,0,3,15900,4,3,3,3,100.0,0,1,credit_card,individual,20000,60,11.98,444.69,B,B5,Mar-2018,Current,whole,Cash,19005.13,1660.11,994.87,665.24,0.0
certified tumor registrar,5.0,TX,RENT,103000.0,Source Verified,19.78,,,,1,23.0,1999,2,33,21,135209,72979,0,0,,0,0,4,4,3.0,21,0.0,0,7,55000,21,17,11,0,93.9,0,0,debt_consolidation,individual,25000,60,10.9,542.32,B,B4,Mar-2018,Current,whole,DirectPay,24045.67,1611.82,954.33,657.49,0.0
software sales,10.0,TX,MORTGAGE,325000.0,Verified,23.98,,,,0,52.0,1999,1,33,18,661139,292332,0,0,,0,0,7,6,7.0,18,0.0,0,3,49200,11,10,3,5,97.0,0,0,debt_consolidation,individual,34750,36,6.72,1068.54,A,A3,Jan-2018,Current,whole,Cash,30331.08,5316.75,4418.92,897.83,0.0
