job_title,salary_estimate,midpoint_salary_estimate,job_description,company_name,location,size,type_of_ownership,industry
Financial Data Analyst,$49K-$91K (Glassdoor est.),70000,"Position:Financial Data AnalystJob Description:Black Knight is the premier provider of integrated technology, services, data and analytics that lenders and servicers look to first to help successfully manage the entire loan life cycle. Our deep understanding of regulatory and compliance issues complements the knowledge, technology and solutions we offer to help our clients achieve their business goals. Black Knight offers leading software systems; data and analytics offerings; and information solutions that facilitate and automate many of the business processes across the mortgage life cycle.JOB FAMILY DESCRIPTIONResponsible for performing in-depth data analysis and developing complex ad-hoc queries and conversion requirements to meet business needs. Deploy, troubleshoot and resolve data issues, conducting data research and ensure data quality.GENERAL DUTIES & RESPONSIBILITIES* Identify, research and analyze data so that it can be accurately processed.* Perform analysis and document conversion requirements to translate data sets into standardized formats.* Perform data analysis functions for assigned business unit including design and development of critical ad hoc reports.* Perform structured quality assurance testing including the development of test plans and scripts.* Proactively identify data issues that need to be fixed and perform detailed data verification and analysis.* Responsible for the escalation and resolution of data issues.* Make process and/or system improvement recommendations to assist the business unit in achieving its goals and objectives.* Work across business units/teams to collect, aggregate, match, consolidate, and confirm data for quality and accuracy.* Gather reporting requirements for change requests and ad-hoc reports as requested.* May assist with acquisition, extraction, transforming and standing up of various data sets.* May design and/or develop and ensure the quality of specific databases for collection, tracking and reporting of research data.* Performs other related duties as assigned.EDUCATIONAL GUIDELINESA high school diploma or GED is required for this role.GENERAL KNOWLEDGE, SKILLS & ABILITIES* Proficient written and oral communication skills in dealing with employees or external customers/clients* Proficiency in standard office software, such as MS Office, MS Access, MS Word, MS Excel, etc.* Demonstrated experience with data manipulation and analysis* Working knowledge of relational databases a plus* Strong ad-hoc SQL query development, SAS or C++ skills* Experience working with data analytics-driven solutions with sensitive data sources* High degree of creative, analytical and problem solving skills* Ability to gather and interpret information and to develop, recommend and implement solutions* Team oriented - ability to build departmental and cross-functional relationshipsData Analyst IIIAdvanced professional role. Highly skilled with extensive proficiency. May oversee the area in the absence of the lead/supervisor. Develops large and/or complex solutions that require analysis and research. Writes and creates complex queries independently and has a strong understanding of the supporting database schema. Works on multiple projects as a project leader or frequently as the subject matter expert. May monitor workflow. Make recommendations for process improvements as appropriate. Coaches and mentors more junior staff. Works under minimal supervision with wide latitude for independent judgment. Typically requires a minimum of six (6) or more years of demonstrated acquisition work experience with at least four (4) years as of Data Analyst II.Black Knight is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, disability, age, and protected veteran or military family status. Our employees' diversity is our strength, and when we embrace our differences, it makes us better and brighter. Black Knight's commitment to inclusion is at the core of who we are, and motivates us in how we do business each and every day.Location:Lakewood, COTime Type:Full time",Black Knight Financial Technology Solutions,"Denver, CO",-1,-1,-1
Call Center Data Analyst,$42K-$76K (Glassdoor est.),59000,"Call Center Data Analyst

Job Details
Level
Experienced
Job Location
Chicago Lighthouse For The Blind - Main Headquarters - Chicago, IL
Position Type
Full Time
Education Level
High School/GED
Salary Range
Undisclosed
Travel Percentage
Negligible
Job Shift
Day
Job Category
Information Technology
Description
Statement of Purpose:

The Call Center Data Analyst will be responsible for aggregating metrics from multiple data sources into comprehensive, cohesive reports that will be distributed to internal Chicago Lighthouse leadership and external clients. The analyst will also work closely with internal IT and Telephony support to maximize system uptime for all call center systems.

Key Responsibilities:
Generate daily, weekly, and monthly production reports for multiple call center accounts
Collaborate with IT support staff to minimize operational impact of technical issues
Produce internal departmental efficiency reporting and provide timely, accurate reports to all levels of Chicago Lighthouse leadership
Monitor and report on the current state of departmental work queues
Maintain up-to-date listings of call center staffing rosters, queue assignments, and client contacts necessary to meet all reporting requirements
Generate monthly invoicing, reports from Contact Center databases.
Qualifications
2+ years of call center operations experience
Outstanding detail-oriented data entry skills
Strong understanding of database concepts (data types, file formats, etc.)
Proficiency with Microsoft Office Suite software, especially MS Excel
Demonstrated understanding of call center analytics, including Service Level, Abandonment Rate, and Average Handle Time
Strong written and verbal communication skills
Experienced in creative problem-solving in a fast-paced business environment
Ability to work well in teams and independently with guidance from leadership
Associate’s Degree or equivalent experience preferred
The Chicago Lighthouse for People Who Are Blind or Visually Impaired is an Equal Opportunity Employer in full compliance with local, state, and federal Civil Rights & Affirmative Action laws. The Chicago Lighthouse for People Who Are Blind or Visually Impaired maintains a strong policy of accommodation and a consistent practice of employing qualified individuals with disabilities. All applicants will be afforded equal employment opportunity without discrimination because of race, color, religion, sex, marital status, national origin or ancestry, citizenship status, age, physical or mental disability unrelated to ability, sexual orientation, military status, order of protection status or unfavorable discharge from military service.","The Chicago Lighthouse
3.3","Chicago, IL",501 to 1000 employees,Company - Private,Social Assistance
Supply Chain Data Analyst,$51K-$87K (Glassdoor est.),69000,"THE ROLE:

Peloton is looking for an experienced Data Analyst to support our Supply Chain Operations team. The role involves developing insights to inform delivery strategy, logistics network optimization and process improvement opportunities - providing senior leadership with the ability to make effective data driven
decisions. You will work cross-functionally with other teams at Peloton including IT, Business Intelligence, and Supply Chain Operations; building models and dashboards to understand current performance and trends. You will work closely with Operations functional owners to ensure we are measuring things the 'right' way and that we have the data necessary to report on performance as we grow and further scale. The ideal candidate possesses a strong analytical toolset, has a passion for difficult challenges and a willingness to prototype and rapidly iterate, working with cross-functional teams to drive meaningful impact to the business.

RESPONSIBILITIES:

● Identify KPIs for the Supply Chain teams (Planning, Logistics, Last Mile Delivery) that align to our
key business objectives by analyzing operational and financial data
● Conceptualize and build centralized tools (including dashboards) that the Global Operations team
can use to extract data/insights for daily business management in an automated manner
● Write scripts and build tools to extract, clean and transform operations-related data
● Compile and reconcile data from multiple sources into formats to be leveraged by Business
Partners and Senior Leaders
● Provide daily, weekly and monthly reporting and analysis to Business Partners and Senior Leaders
● Create and facilitate user acceptance testing and drive adoption of reporting toolsets across the
Supply Chain organization
● Identify gaps in our data collection and collaborate with product and engineering on data capture
specifications
● Develop models with various forecasting techniques to improve operational efficiency

QUALIFICATIONS:

● Bachelor's or Master's degree in an analytical field (e.g. Computer Science, Engineering,
Mathematics, Finance or Statistics)
● 2+ years of work experience in data analytics
● Fluency in SQL or other programming languages. Some development experience in at least one
scripting language (PHP, Python, Perl, etc.)
● High level of proficiency in Excel and Working knowledge of data visualization tools such as
Tableau, Looker, etc.
● Hands-on experience in Supply Chain, Operations, Engineering, or a related field with Supply
Planning, Inventory Optimization and/or Network Optimization
● Understanding of Supply Chain Systems - WMS, TMS, ERP systems preferred

ABOUT PELOTON:

Founded in 2012, Peloton is a global interactive fitness platform that brings the energy and benefits of studio-style workouts to the convenience and comfort of home. We use technology and design to bring our Members immersive content through the Peloton Bike, the Peloton Tread, and Peloton Digital, which provide comprehensive, socially-connected fitness offerings anytime, anywhere. We believe in taking risks and challenging the status quo by continuously innovating and improving. Our team is made up of passionate brand ambassadors, and we know that together, we go far.

Headquartered in New York City, with offices, warehouses and retail showrooms in the US, UK, Canada, and Germany, Peloton is changing the way people get fit. Peloton has been named to many prestigious industry lists, including Fast Company's Most Innovative Companies, CNBC's Disruptor 50, Crain's New York Business' Tech25 and Fast50, as well as TIME's Genius Companies. Visit www.onepeloton.com/careers to learn more about joining our team.","Peloton Interactive
3.8","New York, NY",1001 to 5000 employees,Company - Public,"Health, Beauty, & Fitness"
19-84R Team Lead (Data Analyst IV),$43K-$77K (Glassdoor est.),60000,"We offer a competitive compensation and benefits package including medical, dental, vision, 401(k), flexible spending, and flexible work hours so you can have a work/life balance! For more information about these benefits and more visit: http://www.twdb.texas.gov/jobs/benefits.asp

Only candidates who apply via email to (HR “at” TWDB.texas.gov) with an official State of Texas Application or through the WorkInTexas.com website will be considered for this position. View this position and apply at https://bit.ly/2UKaqWQ

Job Description Summary

Performs complex (journey-level) data analysis and data research. Work involves overseeing the development, analysis, and summary of regional and state flood planning data sets and their associated computer applications. Leads the development, implementation and monitoring of specialized projects pertaining to regional and state flood planning. Plans, assigns, and oversees the work of the Flood Data Department. May train others. Works under general supervision, with moderate latitude for the use of initiative and independent judgment. Reports to the Director of the Flood Planning Division.

Essential Job Functions

· Oversees the development, documentation, and maintenance of regional and state flood planning data sets and their associated computer applications.

· Oversees and evaluates research and analysis on complex issues, legislation, and departmental policies related to flood planning data.

· Develops and reviews procedures for implementation, administration, and evaluation of short-range and long-range plans of the Flood Data Department and measures progress.

· Prepares and monitors performance measures for the Flood Data Department.

· Prepares and oversees the preparation of complex data reports and other technical documents.

· Leads and participates in technical development and training meetings with internal staff and external customers.

· Reviews and evaluates regional flood planning data for contractual compliance.

· Provides direction, coordination, and support necessary to respond to requests from the legislature, the Board, and other key stakeholders, or internal agency staff.

· Processes and summarizes state flood planning data in response to data requests from the legislature, the Board, and other key stakeholders, or internal agency staff.

· Assists in the preparation of the State Flood Plan, including, for example, processing, analyzing, and undertaking quality control measures of the state flood planning data used in development of the plan.

· Plans and assigns work of Flood Data Department staff and provides oversight of quality control reviews of the departments assigned tasks and work outputs.

· Maintains confidential and sensitive information.

· Ensures individual and team files (electronic and hard versions) are appropriately maintained and timely disposed of in accordance with the agency’s records retention procedures and schedule.

· Maintains required certifications and licenses and meets the continuing education needs and requirements of the position to include, attending mandatory training courses.

· May be required to operate a state or personal vehicle for business purposes.

· Performs other duties as assigned.

Minimum Qualifications

· Graduation from an accredited four-year college or university with major coursework in Planning, Resource and Environmental Studies, Geographic Information Systems, Data Science, Computer Science, Computer Engineering, Business Analytics, or a related field.

· Five years of work experience in Planning, Resource and Environmental Studies, Geographic Information Systems, Computer Science, Computer Engineering or related field.

· Previous experience with geographic information system (Arc/GIS) and spatial analysis.

· Relevant education and experience can be substituted on a year-for-year basis.

Preferred Qualifications
Five years of work experience with relational databases, including querying, reviewing, and reporting data.
Five years of experience working with flood related data, hydrologic and hydraulic modeling, and GIS data
Experience with flood planning in Texas and/or flood planning-related data.
Experience querying data using Microsoft SQL Server Management Studio.
Knowledge, Skills, and Abilities (KSAs)
Knowledge of local, state, and federal laws and regulations relevant to the Flood Planning Division; and of the principles and practices of public administration.
· Knowledge of research techniques.

· Knowledge of relational database management systems.

· Knowledge of flood planning in Texas.

· Knowledge of program management processes and techniques.
Skills in using Microsoft Office programs such as Word, Excel, and Access.
Skills in use of internet, email, word processing, spreadsheet, presentation, and database software.
· Skills with data entry and administration of the online state water planning database.
Skills in querying data using SQL Server, or by using SQL.
· Skills in building data related reports using software such as Microsoft Access, Crystal Reports or Microsoft SQL Server Reporting Services.
Skills in preparing reports.
· Skills in providing good customer service, both internally and externally.
Skills in working with GIS.
· Ability to maintain accuracy and attention to detail.

· Ability to conduct searches and evaluations of large amounts of data in a timely fashion.

· Ability to adhere to work schedules, follow procedures with respect to leave and submit accurate timesheets by prescribed deadlines.

· Ability to make mature, objective decisions and identify areas of potential problems.

· Ability to perform effectively and willingly when changes occur in scope and nature of the work and work environment.

· Ability to perform routine and non-routine work assignments accurately and on-time with little or no supervision.

· Ability to perform assigned duties and improve work habits and/or output.

· Ability to complete assigned work, on time, neatly and with infrequent errors.

· Ability to interpret policies, procedures, and regulations.

· Ability to provide prompt, courteous and accurate assistance and clear and concise communication to internal and external stakeholders both verbally and in writing.

· Ability to work and cooperate with others in a team environment.

· Ability to manage multiple tasks.

· Ability to stand/sit/move with no physical limitations or aids to perform activities such as retrieve/replace files in a large file system for boxes up to 30 lbs.

· Ability and willingness to travel 10% of the time, primarily within the State of Texas.

· Ability to operate a vehicle (state or personal) for state business and maintain a driver’s license and driving record that complies with state and agency requirements.

· Ability to work days that may exceed 8 hours, including early mornings, nights, and weekends.

· Ability to train others.

Please see complete job description at http://www.twdb.texas.gov/jobs/index.asp

Job Type: Full-time

Pay: $4,917.00 - $6,250.00 per month

Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Paid time off
Flexible schedule
Parental leave
Tuition reimbursement
Schedule:
Monday to Friday","Texas Water Development Board
2.8","Austin, TX",201 to 500 employees,Government,State & Regional Agencies
Data Analyst,$30K-$54K (Glassdoor est.),42000,"Job no: 514210
Work type: Staff Full-Time
Location: Orange
Categories: Engineering/Computer Science, Information Systems/Technology
Department:32060501 - PH-CENTER OF QTY MED LAKE NONA
Classification Title:

Data Analyst
Job Description:

This position is located in Orlando, Florida.

This position is for a Data Analyst in the Center for Quality Medication Management. This position will need to have experience using Python, SQL, SAS and/or other database/analytical software platforms at an expert level of proficiency to manipulate and analyze data. Additional expertise in custom software and databases will be important for successful completion of analyses.

Responsibilities include:
Analyze and query multiple, complex databases and systems to produce reports and databases.
Design and/or develop specific databases for collection, tracking, and reporting of departmental data.
Responsible for collecting, analyzing, interpreting, and summarizing data in preparation for generation of statistical and analytical reports.
Recognize, investigate, and resolve data discrepancies and anomalies.
Actively seek and recommend improvement to the data update process and documentation.
Perform checks and audit of various data sources to ensure data is accurate and complete.
Using software tools for data analysis, including Python, SQL, SAS, and/or other software, analyze raw data, draw conclusions and provide recommendations.
Collect, compile and analyze data to measure and report on program performance.
Provide reports of analyses to decision makers.
Work with business units across the organization to develop client reporting that supports meaningful and actionable analyses based in medical, pharmacy and behavioral health claims data as well as clinical program data.
Other related duties as assigned by supervisor.

Expected Salary:

Commensurate with experience.
Minimum Requirements:

Master's degree in an appropriate area; or a bachelor's degree in an appropriate area and two years of relevant experience.
Preferred Qualifications:
Must demonstrate experience with database design, reporting tools, and project management and familiarity with health care information system industry.
In-depth knowledge of statistical software (e.g. SAS, R)
In-depth knowledge of large datasets, SQL and drug databases
In-depth knowledge of ETL/interoperability processes and workflows
Excellent technical writing and communication skills
Knowledge of basic principles of claims data
Ability to plan, organize and coordinate work assignments
Ability to work effectively and independently
Ability to communicate effectively verbally, in writing and in front of management groups
Ability to establish and maintain effective working relationships with others
Special Instructions to Applicants:

In order to be considered, you must upload your cover letter, resume, and list of references.

Application must be submitted by 11:55 p.m. (ET) of the posting end date.

This time-limited position is located at the Lake Nona campus in Orlando, FL.
Health Assessment Required: No

Advertised: 10 Jul 2020 Eastern Daylight Time
Applications close: 24 Jul 2020 Eastern Daylight Time","University of Florida
4.3","Gainesville, FL",10000+ employees,College / University,Colleges & Universities
Clinical Data Designer (Sr. SDTM Programmer/Analyst),$48K-$96K (Glassdoor est.),72000,"Update 10.18.18 Willing to assist with relocation cost for the right candidate. Open to discuss remote work. Update 8.24.18 - Prefer US Citizen, willing to review Green Card holders. Make sure to interview/evaluate in person. Do not submit unless you have had direct contact with the candidate, this will assist with fake profiles. Relocation at the candidates expense. Subtiers only one level down Original requirements 7.14.18 US Citizen ONLY. No VISA or C2C.

Sr. SDTM Programmer Analyst Must have strong, current SDTM Study Data Tabulation Model (SDTM) development and programming skills. Overall Purpose of the Role/Responsible is for the development of SDTM, SDTM + datasets for clinical study data, but especially development of SDTM mapping specifications, QC of programmed SDTM datasets, and possible actual programming of SDTM datasets for various studies across all therapeutic areas for the client. Collaborate with client and Accenture programming team (offshore) to define timelines, identify and resolve issues. Responsibilities/Authorities Strictly adhere to Accenture Standards (and client’s, as applicable) including Standard Operating Procedures, Guidance Documents, and Policies; Operational and Service level agreements; Metrics and Quality Measures • Accountable for delivery of contracted commitments within budget and accuracy of all project information including, forecasts, costs and timelines for assigned project(s) Act as onsite presence at target account(s) to build and execute client relationships. Expect 80 – 100 % on site time at client site in Woodcliff Lake, NJ Accountable for development and maintenance of cross-functional / cross-department processes related to clinical trials, SDTM, SDTM+, which may include specifications, programming, QC, and deliverables of SDTM related data for analysis and submission. Accountable for execution of cross-functional / cross-department processes related to clinical trials SDTM, SDTM+ development, including specification, programming, QC, and deliverables of SDTM data for analysis and submission Engages appropriate stakeholders in communication to create SDTM standards and process for transition of clinical data to SDTM and SDTM+. Includes Data Transfer Spec review for external data. Involved in extensive clinical team contact (Statisticians, Statistical Programmers, Protocol Data Managers (PDMs), etc. to understand dataset requirements for SDTM, SDTM+ in production. Accountable for SDTM datasets specification, conversion, and delivery to stakeholders, specifically Statistical Programming, but also other users of SDTM datasets such as clinical teams, with high quality and on time deliverables. Provides SDTM data production technology consultation to client Clinical Data Operations team related to SDTM data delivery and manages the activities of a team with a common focus. Basic Qualifications: Minimum 10 years of relevant programming and drug development experience in CRO, Pharmaceutical or Biotech organizations (preferably in Phase I-IV trials). Bachelor’s degree required. Preferred Skill Requirement: Master’s Degree in Computer Science, Mathematics or relevant field preferred Knowledge of Pinnacle 21 and Define.xml creation. Expert in CDISC standards and applicability to clinical database design / capture and reporting Excellent SAS programming skills, (at least 7 years SAS experience) Expert knowledge in clinical trials with 5+ years’ experience working in a clinical project team environment meeting deadlines with quality deliverables Expert in integrating SAS with other leading technologies such as XML, Microsoft Office, etc. to support electronic submissions Expert in addressing & resolving technical challenges that connect SAS, CDISC and XML. Manage risks and escalate appropriately

Additional Job Details: Proven experience in development and implementation of clinical standards in a global pharmaceutical environment. Experience in consulting projects dealing with the assessment, design and/or implementation of CDISC data standards in the clinical data life cycle Professional skill requirements: Excellent written and verbal communication skills Ability to lead and manage functional teams to meet defined goals Experience in working in a global team setting. Ability to work well with team members in other countries (preferably India) Strong work ethic in performing daily activities Ability to constructively manage internal team and client relationships Good time management ability in performing role duties Good problem-solving skills and ability to reach mutually acceptable solutions Act as a team player in client and internal projects / initiatives

Required Skills

Hours: 8:00am to 5:00pm

Location : WOODCLIFF LAKE NJ 07677

Start Date: 12/31/18

Duration: 0-12 month(s)

End Date: 12/30/19

Pay Rate $90.00 (MAX)

If you are interested, please contact us with your most updated resume at 770.702.0134 or reply via this email.

We hope to hear from you soon.

Thank you again for your time and attention!

Have a wonderful day.

Required Experience

Job Location
WOODCLIFF LAKE,","Avacend, Inc.
2.5","Woodcliff Lake, NJ",51 to 200 employees,Company - Private,Staffing & Outsourcing
Senior Data Analyst,$46K-$102K (Glassdoor est.),74000,"Job DescriptionIf you are an experienced Senior Data Analyst looking for a position with a leading company, Bartech can help! We are a leading staffing firm and our clients include some over the nations biggest companies. Our client has a need for a Senior Data Analyst. This is a contract position; however it is not uncommon for assignments to transition into permanent positions with our client companies. If you have the background we are looking for, and you are interested in an opportunity to get your foot in the door with leading company, we want to talk with you!

Senior Data Analyst

Job Responsibilities

Your specific duties as a Senior Data Analyst will include:

• Compensation (Range): $28 - $30 / hour
• The Data Analyst Senior is responsible for providing accurate, complete and meaningful reports and analysis of financial information used for business management and decision making. The Senior Data Analyst works closely with Fiber department and/or functional managers to determine report requirements, build reports, and quality test financial results prior to distribution. The Senior Data Analyst also provides support with project management services for large data projects.
• Develops and deploys reporting and analysis that is accurate, complete and properly summarized to aid in management of business and management decision making. Responsible for extracting and summarizing data from JDE and other corporate systems.
• Has expert knowledge of JDE tables and field usage. Has thorough knowledge of other corporate software, programs and data tools. Assists managers with report design and development. Tests reports and ensures that they perform as expected.
• Understands flow of data internally and in relation to the General Ledger.
• Produces weekly, monthly, and quarterly trend and activity reports as well as other operational and management reports. Ensures that reports are produced per scheduled timelines for review by functional management teams.
• Analyzes large amounts of data and investigates and researches anomalies. Works with department and/or functional teams to correct issues when identified.
• Works with IT Business Intelligence team to design, test and deploy MRE reports for general usage.
• Provides support to management to produce reports and analyze large amounts of data as part of acquisitions or other special projects.
• Produces ad-hoc reporting as assigned.

Senior Data Analyst

Job Requirements

As a Senior Data Analyst you must represent our company well by being responsible, punctual and motivated to go above and beyond the call of duty. You must also be highly detail-oriented and organized with excellent analytic and problem-solving abilities. It is also important that you display excellent verbal and written communication and interpersonal skills.

• Bachelors Degree or equivalent experience in Business, Accounting, Finance or related field
• Five (5) years Accounting/Finance/Business reporting and analysis experience
• Experience working with Accounting/Finance/Business end users
• Excellent PC skills advanced Excel functions
• Excellent communication and interpersonal skills
• Ability to summarize large amounts of complex data into management reports
• Knowledge of JDE and other data analysis and financial software and tools
• Ability to problem solve to determine root causes of anomalies
• Understand and write reports using various software and tools
• Ability to manage multiple projects and priorities
• Responds well under pressure with deadlines
• Working Conditions: Works in a normal office setting with no exposure to adverse environmental conditions.

Senior Data Analyst

Benefits

As a Senior Data Analyst with Bartech, you will be working through an established and respected staffing organization with 41 years of serving as a trusted partner to our client companies. We are dedicated to providing our talent with personal, responsive attention, and will assign an employee care representative to answer any questions or concerns that you might have. Depending upon the client, the assignment and your performance, you can find potential opportunities for direct employment. Your hard work and professional dedication will be rewarded with competitive compensation, including benefits.

Available benefits for Senior Data Analyst Position may include (but are not limited to):

• Exceptional medical, dental, and vision
• 401(k)

Make the most of your experience!

Apply now!

Applicant must be eligible to work in the US for immediate opening.

Job Requirements:",Bartech Group,"Chandler, AZ",51 to 200 employees,Company - Private,Construction
Data Analyst,$51K-$87K (Glassdoor est.),69000,"Gainful is changing the way people shop for nutrition products to support their active lifestyle and help them achieve their fitness goals. Launched in 2017, Gainful is backed by some of the world's best venture investors (including Y Combinator, Dorm Room Fund, BrandProject, and Courtside VC). Gainful combines personalization with the highest quality ingredients to make sports nutrition accessible for every body.

Gainful is positioned to become the category leader in personalized nutrition, with personalized protein powder the first of many products. We are excited to find incredible team members to join us on this journey.

Job Description:

Gainful is hiring a data analyst to work with engineering and growth teams in order to quickly iterate our product (both physical and digital) in order to successfully meet our customers' needs. You will be responsible for utilizing large data sets in order to uncover insights that will serve as hypotheses for future tests and initiatives. You will then manage these initiatives and measure their effectiveness and provide suggestions for continuous improvement.

Responsibilities include:
Working with the CTO and COO to discover insights in the data.
Plan ways to test and measure the insights from above.
Provide suggestions for how to meet our customers needs, keeping in mind business constraints.
Support backend and frontend engineers in their data needs
Support growth marketing team to help efficiently test and evaluate different initiatives
Be an owner of the Looker platform in order to allow other team members to access the data they need
Required:
Bachelor's Degree or equivalent
Basic understanding of SQL
Expert in Excel or another data analysis tool
Relentless attitude toward continuous improvement
Preferred:
Interest or experience in nutrition, wellness, or food/bev
Desire to work on a small team and self-starter to quickly iterate on initiatives
Experience in data science tools such as pandas (Python library)
Background in financial and/or subscription modeling
Location: New York City (100% remote during COVID-19 outbreak)

Hours: Full time, unlimited PTO

Pay: competitive salary + equity

Health Insurance: Choice between Blue Shield Gold Full PPO 750 or Blue Shield Platinum Full PPO 0
Gainful will cover 99% of the monthly cost of the Gold plan, or 85% of Platinum
If you opt out of group healthcare coverage, Gainful will add $250/month to your salary as a wellness stipend
Dental: Guardian EM Dental 10
Vision: CA Beam VSP Choice Plan 2
Pre-tax benefits
Health FSA
Dependent Care FSA
Commuter
Perks:
Lunch every other Friday
Free snacks/beverages of every kind
Unlimited Gainful product & swag
Macbook Pro and whatever tools you need to do your job
Visa sponsorship: Not Available

Start Date: ASAP",Gainful Health,"New York, NY",1 to 50 employees,Company - Private,Food & Beverage Stores
Data Analyst III (Healthcare Analytics),$47K-$76K (Glassdoor est.),61500,"Position Purpose:
Interpret and analyze data from multiple sources including claims, provider, member, and encounters data. Identify and assess the business impact of trends
Develop, maintain, and troubleshoot complex scripts and reports developed using SQL, Microsoft Excel, or other analytics tools
Contribute to the planning and execution of large-scale projects with limited direction from leadership
Assist in the design, testing, and implementation of process enhancements and identify opportunities for automation
Identify and perform root-cause analysis of data irregularities and present findings and proposed solutions to leadership and/or customers
Manage multiple, variable tasks and data review processes with limited supervision within targeted timelines and thrive in a demanding, quickly changing environment
Apply expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how customers interact with analytic products
Partner cross-functionally at all levels of the organization and effectively, both verbally and visually, communicate findings and insights to non-technical business partners
Independently engage with customers and business partners to gather requirements and validate results
Communicate and present data-driven insights and recommendations to both internal and external stakeholders, soliciting and incorporating feedback when required
Provide technical guidance to junior analysts
The Data Analyst (Healthcare Analytics) will have the opportunity to make a significant impact through the discovery, development, and implementation of leading-edge analytics that answer important business questions. The analyst will collaborate with key corporate and health plan business partners for the purpose of identifying and delivering robust reporting and analytics capabilities to drive improved business performance.

Education/Experience:
Bachelor’s degree in business, economics, statistics, mathematics, actuarial science, public health, health informatics, healthcare administration, finance or related field or equivalent experience. Master's degree preferred. 4 years of experience working with large databases, data verification, and data management or 2 years of IT experience. Healthcare analytics experience preferred. Ability to integrate, validate, and reconcile data from multiple sources as well as design and construct analysis tools that extract, prepare, analyze, and store/present results to support business needs. Knowledge of query development using SQL or other coding languages. Knowledge of basic statistical, analytical, or data mining techniques including basic data modeling, trend analysis, and root-cause analysis preferred. Working knowledge of analytical tools, including R, Python, SAS, ArcGIS, QGIS, Microstrategy, Tableau, Hadoop, or related tools preferred. Working knowledge of relational databases preferred. Working knowledge of automation capabilities such as batch processes, stored procedures, scripting languages, Microstrategy, or other tools preferred.

Provider
Experience in provider contracting, claims pricing, financial reporting/analysis, data modeling, statistical modeling, data science, or geospatial/reimbursement analysis preferred

Clinical
Experience in public health (epidemiology, biostatistics), population health, social determinants of health, data science, social science, or geospatial/ROI/financial analysis preferred

Finance
Experience working closely with accounting & finance business partners, using analytic techniques & tools to explore financial performance trends, or regulatory reporting with external agencies preferred; Familiarity with claims data, utilization, rate setting, risk adjustment, or member eligibility and reconciliation preferred

Fraud, Waste & Abuse
Experience in fraud/waste/abuse identification and investigation, provider billing, or clinical coding preferred; Experience with data mining, machine learning, artificial intelligence, or statistical modeling preferred

Risk Adjustment
Experience in risk adjustment, clinical coding, financial reporting/analysis, or CMS/State encounters and regulatory file submissions preferred; Experience with data mining, population health, and statistical modeling preferred

Quality
Experience with HEDIS, NCQA, Medicare Star Rating System, QRS, or other quality measures preferred; Quality auditing or analysis of call center performance preferred; Experience with data mining, population health, and statistical modeling preferred

Tools & Technology
Experience with report/dashboard development, data/report automation, self-service capabilities, data design and integration, or data quality and governance preferred

Centene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law.","Corporate
2.0","Houston, TX",1001 to 5000 employees,Company - Private,-1
"Sr. Business Analyst, Data Science and Analytics",$35K-$45K (Glassdoor est.),40000,"One by one, we are leading a movement to a future where all beauty is clean beauty. We are powered by people, and our collective mission is to get safer products into the hands of everyone. Formulate, advocate & educate- that's our motto for creating products that truly perform while holding ourselves to unparalleled standards of safety.

Why?
It's really this simple: Beauty should be good for you.

Beautycounter is looking for a Sr. Business Analyst to join the Data Science and Analytics team. A successful candidate will be someone who loves working with data and will go one layer deep to uncover insights and drive action.

In this role you will:
Use technical skills to perform EDA to uncover trends and insights on robust volumes of data.
Provide recommendations to the business and share analysis with multi-functional teams ranging from executives to analysts
Build dashboards for both technical and nontechnical users to measure the impact and efficiency of the business
Design, develop, and maintain ongoing metrics, reports, analyses, dashboards, etc. to drive key business decisions
The ideal candidate will possess:
Bachelors degree in Computer Science, Mathematics, Statistics, Finance, related technical field, or equivalent work experience.
3-5 years of years of relevant work experience in analytics, data engineering, business intelligence, market research or related field, and 5-7 years professional experience
Strong SQL/Excel skills
Tableau/Looker skills preferred
R or Python skills preferred
At Beautycounter we are committed to creating a diverse environment and are proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.","Beautycounter
3.0","Santa Monica, CA",201 to 500 employees,Company - Private,"Health, Beauty, & Fitness"
