state,county,pop_20,area_sq_miles,hh_inc_21,econ_type,unemp_20,foreign_born_num,pop_change_2010_2020,pct_emp_change_2010_2021
MO,"Crawford, MO",23026.0,742.4767566490656,49511.0,Manufacturing,6.3,276.0,-6.640751538710722,10.8
MO,"Dade, MO",7586.0,490.0103699322159,43303.0,Farming,4.3,120.0,-3.9832551059241403,12.0
MO,"Dallas, MO",17099.0,540.951372747673,46189.0,Farming,5.8,225.0,1.7523991178398999,8.2
MO,"Daviess, MO",8427.0,563.2820109591241,56786.0,Farming,4.2,46.0,-0.03557452863749555,9.5
MO,"DeKalb, MO",11014.0,421.3581097673039,54112.0,Federal/State Government,4.5,122.0,-14.450822215327335,-12.2
MO,"Dent, MO",14418.0,752.7606973468603,45530.0,Nonspecialized,4.8,350.0,-7.89423261161142,2.9
MO,"Douglas, MO",11592.0,813.6231148561307,41505.0,Nonspecialized,7.6,139.0,-15.390236772873427,7.5
MO,"Dunklin, MO",28178.0,541.9093883832667,42932.0,Nonspecialized,7.3,845.0,-11.48561950364598,0.0
MO,"Franklin, MO",104769.0,922.6493547460451,68162.0,Manufacturing,6.1,1449.0,3.1431048752611046,7.2
MO,"Gasconade, MO",14745.0,519.0048455822962,56626.0,Manufacturing,5.7,132.0,-2.811719879122323,6.1
MO,"Gentry, MO",6115.0,491.4218733831971,49726.0,Farming,3.4,102.0,-8.54853072128228,0.3
MO,"Greene, MO",299060.0,675.3289899412662,53391.0,Nonspecialized,5.3,9201.0,8.627631971043776,11.2
MO,"Grundy, MO",9729.0,435.29285000548265,49560.0,Nonspecialized,4.6,119.0,-4.414774388461164,-9.2
MO,"Harrison, MO",8155.0,722.5168178385383,47536.0,Farming,4.5,127.0,-8.931561906888467,-0.9
MO,"Henry, MO",21949.0,696.9355634080158,48263.0,Nonspecialized,5.8,198.0,-1.4637212643678161,7.2
MO,"Hickory, MO",8303.0,398.8081979530407,40224.0,Recreation,5.0,62.0,-14.002285239430767,18.8
MO,"Holt, MO",4186.0,462.6931063001064,54322.0,Farming,3.3,34.0,-14.026872964169382,-2.6
MO,"Howard, MO",10144.0,463.80118402092984,55699.0,Farming,4.1,68.0,0.06900630914826499,3.2
MO,"Howell, MO",39750.0,927.1766498532039,45132.0,Nonspecialized,6.7,528.0,-1.608910891089109,1.5
MO,"Iron, MO",9515.0,550.2628884767033,44817.0,Mining,7.0,116.0,-10.282220131702728,10.9
MO,"Jackson, MO",717243.0,604.5196950719463,63282.0,Nonspecialized,7.2,42306.0,6.3851500686782625,5.8
MO,"Jasper, MO",122766.0,638.5061726154715,51936.0,Nonspecialized,5.7,5485.0,4.5628769036830095,1.8
MO,"Jefferson, MO",226929.0,656.445355731378,68959.0,Nonspecialized,6.0,4610.0,3.6601701617954308,7.4
MO,"Johnson, MO",54002.0,829.2610178116655,59146.0,Federal/State Government,5.6,1447.0,2.6960737712710334,4.6
MO,"Knox, MO",3732.0,504.00875409461355,45464.0,Farming,4.0,54.0,-9.368191721132897,-9.2
MO,"Laclede, MO",36024.0,764.6302106419026,46405.0,Manufacturing,8.1,450.0,1.3156785021506283,13.7
MO,"Lafayette, MO",33001.0,628.2800514905861,68142.0,Nonspecialized,5.2,598.0,-1.1892993019981428,1.2
MO,"Lawrence, MO",37963.0,611.7377227230396,51385.0,Nonspecialized,6.0,998.0,-1.638453175959,5.6
MO,"Lewis, MO",10031.0,505.01725104517857,47136.0,Farming,4.9,105.0,-1.753011458231319,-1.8
MO,"Lincoln, MO",59829.0,626.5713926087689,76182.0,Nonspecialized,6.1,564.0,13.331811437050565,19.1
MO,"Linn, MO",11849.0,615.5883942319424,49490.0,Nonspecialized,6.1,76.0,-6.950865919598778,1.1
MO,"Livingston, MO",14562.0,532.302678236347,51789.0,Nonspecialized,3.7,166.0,-4.198749588680487,7.6
MO,"McDonald, MO",23285.0,539.4447588174154,41784.0,Manufacturing,5.1,2058.0,0.9530823549798553,8.8
MO,"Macon, MO",15182.0,801.2075835872598,49295.0,Farming,4.8,195.0,-2.293460105357831,4.8
MO,"Madison, MO",12600.0,494.3861002444799,46428.0,Nonspecialized,6.5,182.0,3.2717160150498934,9.5
MO,"Maries, MO",8427.0,526.9806682502004,52560.0,Farming,4.9,111.0,-8.108108108108109,-2.4
MO,"Marion, MO",28470.0,436.9222193307459,54542.0,Nonspecialized,4.8,262.0,-0.8894756957715159,2.4
MO,"Mercer, MO",3515.0,453.8351980781378,49815.0,Farming,3.5,111.0,-6.525759577278732,6.8
MO,"Miller, MO",24733.0,592.571587204265,47185.0,Nonspecialized,6.0,274.0,-0.10505899466623565,17.3
MO,"Mississippi, MO",12537.0,411.5962726468231,38559.0,Federal/State Government,5.3,117.0,-12.404234573060315,-5.7
MO,"Moniteau, MO",15464.0,415.03033720619555,56419.0,Nonspecialized,4.3,204.0,-0.8585890946370219,0.9
MO,"Monroe, MO",8666.0,647.6295206773159,52079.0,Farming,5.9,86.0,-1.9683257918552035,0.5
MO,"Montgomery, MO",11262.0,535.0470036926812,52818.0,Nonspecialized,4.9,104.0,-7.469761359921542,4.1
MO,"Morgan, MO",20997.0,597.6346874966216,50410.0,Recreation,6.2,158.0,2.1444201312910285,19.7
MO,"New Madrid, MO",16329.0,674.8837828592256,39778.0,Manufacturing,5.8,124.0,-13.304494619117957,7.5
MO,"Newton, MO",58613.0,624.7544413333189,58832.0,Nonspecialized,5.8,1880.0,0.918883573665554,-0.3
MO,"Nodaway, MO",21218.0,876.9641453937238,49751.0,Federal/State Government,4.4,260.0,-9.109970047068892,-3.7
MO,"Oregon, MO",8617.0,789.8444309394483,37898.0,Nonspecialized,6.8,34.0,-20.641485157614188,-0.1
MO,"Osage, MO",13249.0,606.579783767338,67603.0,Manufacturing,3.6,31.0,-4.352212134313302,-1.8
MO,"Ozark, MO",8514.0,745.005116626023,41194.0,Recreation,7.2,92.0,-12.03332304844184,2.7
MO,"Pemiscot, MO",15585.0,492.6050001003866,36828.0,Nonspecialized,8.0,135.0,-14.402055094009619,-10.6
MO,"Perry, MO",18960.0,474.3551429581913,56788.0,Manufacturing,5.5,335.0,-0.0790680512360972,4.2
MO,"Pettis, MO",42951.0,682.2294172791534,49333.0,Manufacturing,6.7,3009.0,1.8459278216156016,6.6
MO,"Phelps, MO",44517.0,671.7865129104845,49346.0,Federal/State Government,4.7,1973.0,-1.1471343785986359,7.3
MO,"Pike, MO",17613.0,670.4388302185184,51699.0,Nonspecialized,5.3,196.0,-5.017282350399654,-4.3
MO,"Platte, MO",107100.0,419.8023531383157,86720.0,Nonspecialized,5.4,5768.0,19.475605114081638,20.3
MO,"Polk, MO",31577.0,635.5265615130263,53856.0,Nonspecialized,4.7,339.0,1.2268362398432733,9.2
MO,"Pulaski, MO",53964.0,547.1124117177377,58046.0,Federal/State Government,5.6,2959.0,3.2157477904885794,-8.2
MO,"Putnam, MO",4676.0,517.3169613141065,46774.0,Farming,4.4,11.0,-5.9851375778268725,-1.1
MO,"Ralls, MO",10351.0,469.7871275851471,61239.0,Manufacturing,4.4,75.0,1.84911970099341,5.7
MO,"Randolph, MO",24636.0,482.71184229425,48560.0,Nonspecialized,5.9,274.0,-2.746517667427402,3.4
MO,"Ray, MO",23100.0,568.9678346000059,68609.0,Nonspecialized,6.8,230.0,-1.430152379330893,-0.7
MO,"Reynolds, MO",6078.0,808.4772554930756,42611.0,Mining,5.6,4.0,-8.960573476702509,39.6
MO,"Ripley, MO",10680.0,629.5157305748135,37865.0,Nonspecialized,7.8,106.0,-24.26241134751773,2.3
MO,"St. Charles, MO",406258.0,560.5014776130237,92029.0,Nonspecialized,5.1,16259.0,12.421321275503836,16.9
MO,"St. Clair, MO",9340.0,674.981223465128,41754.0,Farming,6.2,124.0,-5.3136155022947476,0.4
MO,"Ste. Genevieve, MO",18476.0,499.1530277360358,63729.0,Manufacturing,4.9,168.0,1.8407274731330945,6.1
MO,"St. Francois, MO",66900.0,451.88627012943687,48557.0,Federal/State Government,7.0,1145.0,2.391407457274438,3.9
MO,"St. Louis, MO",1002838.0,507.87537780097824,72507.0,Nonspecialized,6.3,76274.0,0.5176414529597959,3.4
MO,"Saline, MO",23319.0,755.5100506257172,51994.0,Nonspecialized,4.5,1237.0,-0.15832263585793752,1.5
MO,"Schuyler, MO",4007.0,307.3050546952341,49163.0,Farming,5.8,8.0,-9.004739336492891,0.8
MO,"Scotland, MO",4698.0,436.50718265876134,48665.0,Farming,3.2,81.0,-2.622341523848854,6.5
MO,"Scott, MO",38009.0,420.00533940697795,49257.0,Nonspecialized,5.3,392.0,-2.8884182592942254,13.5
MO,"Shannon, MO",7041.0,1003.8198725245059,36683.0,Nonspecialized,7.2,20.0,-16.704181968961024,15.4
MO,"Shelby, MO",6101.0,500.86341017796224,50838.0,Farming,4.4,80.0,-4.236623254354307,-2.2
MO,"Stoddard, MO",28652.0,823.1424794246151,46818.0,Manufacturing,5.8,68.0,-4.3246129204484784,4.8
MO,"Stone, MO",31175.0,463.82573664433966,53039.0,Recreation,9.5,539.0,-3.4966772250170792,2.2
MO,"Sullivan, MO",5976.0,647.982119222174,46864.0,Manufacturing,4.3,534.0,-10.649389335716414,-5.5
MO,"Taney, MO",56020.0,632.3315760536342,47210.0,Recreation,12.6,1519.0,8.497339138848572,8.7
MO,"Texas, MO",24413.0,1177.2667765256056,41483.0,Nonspecialized,5.7,270.0,-5.848200553675792,-1.6
MO,"Vernon, MO",19642.0,826.3914199602469,48273.0,Nonspecialized,4.4,228.0,-6.862328087338721,4.0
MO,"Warren, MO",35707.0,428.61135379777824,71073.0,Manufacturing,5.6,484.0,9.285516562605727,17.2
MO,"Washington, MO",23499.0,759.866055363963,44063.0,Nonspecialized,7.1,150.0,-6.671958721968645,9.4
MO,"Wayne, MO",10913.0,759.1855163035505,41271.0,Nonspecialized,6.1,65.0,-18.83736410028844,-7.1
MO,"Webster, MO",39168.0,592.5631979762069,59303.0,Nonspecialized,5.3,632.0,7.963648417214518,15.1
MO,"Worth, MO",1962.0,266.6286419087656,45477.0,Farming,4.1,14.0,-9.120221096269,-0.8
MO,"Wright, MO",18180.0,681.7746626625297,41748.0,Farming,6.9,134.0,-3.3324475152803616,9.1
MO,"St. Louis, MO",300528.0,61.73605823656326,49246.0,Nonspecialized,8.6,20581.0,-5.548491359060928,-3.1
MT,"Beaverhead, MT",9372.0,5542.686730594891,53776.0,Federal/State Government,3.9,202.0,1.3519359723123512,5.9
MT,"Big Horn, MT",13051.0,4997.814760531709,47179.0,Mining,7.2,43.0,2.0132141469102214,-12.6
MT,"Blaine, MT",7002.0,4227.517010889625,46335.0,Farming,4.7,43.0,8.519488522569713,-8.8
MT,"Broadwater, MT",6846.0,1192.3591364129873,66307.0,Nonspecialized,6.2,88.0,20.7056307911618,10.1
MT,"Carbon, MT",10512.0,2047.7810920359477,62841.0,Recreation,5.8,93.0,3.9194284580273866,9.4
MT,"Carter, MT",1413.0,3340.4773481575976,52116.0,Farming,2.8,5.0,21.982758620689655,-9.3
MT,"Cascade, MT",84328.0,2698.2073245127003,57085.0,Nonspecialized,5.8,1569.0,3.795787376885905,1.4
MT,"Chouteau, MT",5899.0,3972.5198035666576,51113.0,Farming,3.8,52.0,1.4106313435403406,-8.8
MT,"Custer, MT",11859.0,3783.3085458311,54913.0,Nonspecialized,4.7,213.0,1.4360201726643302,-1.6
MT,"Daniels, MT",1658.0,1426.2699143779816,52852.0,Farming,2.8,26.0,-5.139920045688178,-6.2
MT,"Dawson, MT",8922.0,2371.9260645223067,70252.0,Nonspecialized,5.4,146.0,-0.2899843854561678,0.9
MT,"Deer Lodge, MT",9413.0,736.6825097259137,45725.0,Federal/State Government,5.0,202.0,1.322865132286513,1.1
MT,"Fallon, MT",3033.0,1620.5945340287292,63793.0,Mining,3.9,20.0,5.501730103806229,-14.4
MT,"Fergus, MT",11457.0,4339.329384923791,54823.0,Nonspecialized,4.5,226.0,-1.2083549110996028,-0.2
MT,"Flathead, MT",104773.0,5087.222218017999,65835.0,Recreation,7.7,2788.0,14.768828083758578,27.3
MT,"Gallatin, MT",119502.0,2605.3522309755876,78910.0,Federal/State Government,4.9,4027.0,32.896897657323514,52.2
MT,"Garfield, MT",1172.0,4676.559601820549,49898.0,Farming,2.7,0.0,-2.736318407960199,-2.0
MT,"Glacier, MT",13747.0,2995.098243312324,44777.0,Federal/State Government,9.5,179.0,2.8285692962161355,-9.2
MT,"Golden Valley, MT",820.0,1174.4226521512842,43820.0,Farming,4.7,15.0,-6.900452488687783,-9.0
MT,"Granite, MT",3308.0,1727.162045538435,52984.0,Recreation,8.0,58.0,7.469957778499513,16.7
MT,"Hill, MT",16250.0,2899.4014759913944,54377.0,Nonspecialized,4.9,216.0,1.32331013916501,-3.0
MT,"Jefferson, MT",12133.0,1656.9972621494771,68128.0,Nonspecialized,5.0,202.0,5.953007189198668,8.2
MT,"Judith Basin, MT",2017.0,1869.6868707499802,51392.0,Farming,4.7,21.0,-2.364864864864865,-2.2
MT,"Lake, MT",31259.0,1490.4673774550306,50978.0,Recreation,6.1,753.0,8.307242746816948,16.8
MT,"Lewis and Clark, MT",71093.0,3458.380782845326,67702.0,Federal/State Government,4.9,1034.0,11.953624102847229,11.3
MT,"Liberty, MT",1960.0,1429.9878505228596,49277.0,Farming,2.7,9.0,-16.246259085079092,-3.1
MT,"Lincoln, MT",19731.0,3612.558909153247,48156.0,Federal/State Government,10.0,681.0,-0.05079494082389394,6.1
MT,"McCone, MT",1733.0,2642.2253828975267,51881.0,Farming,2.8,39.0,-0.28835063437139563,-13.5
MT,"Madison, MT",8657.0,3588.1563300679386,62516.0,Recreation,5.0,188.0,12.118060070211936,19.4
MT,"Meagher, MT",1925.0,2391.8681959144214,45391.0,Recreation,4.6,65.0,1.9037546271813854,11.7
MT,"Mineral, MT",4565.0,1219.6194777736423,50327.0,Recreation,10.0,67.0,7.388112716078616,12.9
MT,"Missoula, MT",118238.0,2593.008628997509,65682.0,Federal/State Government,6.1,3537.0,7.889367697783145,15.8
MT,"Musselshell, MT",4747.0,1868.9575959425295,54003.0,Mining,6.0,78.0,4.230938739532833,1.5
MT,"Park, MT",17193.0,2802.4794991328145,59113.0,Recreation,7.3,452.0,9.944998720900486,23.8
MT,"Petroleum, MT",498.0,1655.6246055966283,48141.0,Farming,3.3,12.0,0.4048582995951417,-7.0
MT,"Phillips, MT",4190.0,5140.421562570947,53626.0,Farming,4.8,115.0,-0.846461321420174,-13.6
MT,"Pondera, MT",5882.0,1624.5667450968886,47900.0,Nonspecialized,4.8,152.0,-4.144319843978547,-8.5
MT,"Powder River, MT",1693.0,3298.196293573561,52298.0,Recreation,3.1,22.0,-2.8112449799196786,-5.6
MT,"Powell, MT",6934.0,2326.0420909286067,47687.0,Federal/State Government,4.6,114.0,-1.152696741141312,5.9
MT,"Prairie, MT",1076.0,1736.6027186226345,46328.0,Federal/State Government,6.6,74.0,-7.718405428329092,-11.7
MT,"Ravalli, MT",44351.0,2390.998170261793,60030.0,Nonspecialized,5.7,841.0,9.852780264597632,20.1
MT,"Richland, MT",11501.0,2084.5558029612494,63148.0,Mining,6.3,368.0,17.904781448799508,1.7
MT,"Roosevelt, MT",10780.0,2354.602291593629,47266.0,Nonspecialized,5.9,140.0,3.539568345323741,-3.0
MT,"Rosebud, MT",8298.0,5008.135243869856,61331.0,Mining,5.5,137.0,-9.790967182930792,-15.5
MT,"Sanders, MT",12451.0,2760.4009485758233,50270.0,Nonspecialized,7.7,181.0,8.648032944887408,13.9
MT,"Sheridan, MT",3518.0,1676.9408750156372,56095.0,Farming,4.7,76.0,4.580378250591016,-1.8
MT,"Silver Bow, MT",35168.0,717.9833539769296,52495.0,Mining,6.5,483.0,2.7280701754385963,6.2
MT,"Stillwater, MT",9010.0,1796.7461598277675,75820.0,Mining,4.9,73.0,-1.6891521333772075,18.9
MT,"Sweet Grass, MT",3671.0,1855.5361611714031,61454.0,Mining,3.5,33.0,0.7395234182415776,12.9
MT,"Teton, MT",6242.0,2271.6157626985146,59787.0,Farming,4.3,32.0,2.5193479334760416,-4.3
MT,"Toole, MT",4964.0,1914.8642356644123,49297.0,Mining,4.8,116.0,-6.630353117956424,-14.4
MT,"Treasure, MT",761.0,977.8006971460871,58275.0,Farming,3.5,0.0,6.128133704735376,-11.4
MT,"Valley, MT",7551.0,4926.114421379559,55338.0,Farming,4.2,71.0,2.836205726692903,5.2
MT,"Wheatland, MT",2093.0,1422.480874814864,42431.0,Nonspecialized,7.0,25.0,-4.566420664206642,-9.3
MT,"Wibaux, MT",928.0,889.5714960841517,51924.0,Farming,4.9,38.0,-7.866273352999016,-19.9
MT,"Yellowstone, MT",165045.0,2633.468102168813,69182.0,Nonspecialized,5.3,3121.0,11.325791365934096,13.3
NE,"Adams, NE",31147.0,563.2739754006582,57136.0,Nonspecialized,3.9,1774.0,-0.5069506440505037,5.5
NE,"Antelope, NE",6276.0,857.1567177145222,57413.0,Farming,2.2,101.0,-5.833956619296933,7.0
NE,"Arthur, NE",431.0,715.151787961952,58677.0,Farming,5.1,6.0,-5.6521739130434785,10.1
NE,"Banner, NE",683.0,746.03881099063,59863.0,Farming,2.8,39.0,-2.318840579710145,-3.5
NE,"Blaine, NE",431.0,710.6909464445395,53541.0,Federal/State Government,3.5,0.0,-9.832635983263598,-0.8
NE,"Boone, NE",5351.0,686.5432140998337,64705.0,Farming,2.4,59.0,-2.2888283378746594,2.4
NE,"Box Butte, NE",10824.0,1075.364093578812,65493.0,Nonspecialized,4.6,738.0,-4.120976299964626,-3.6
NE,"Boyd, NE",1806.0,539.9346398516132,51107.0,Farming,2.7,60.0,-13.76846117198666,-4.0
NE,"Brown, NE",2903.0,1221.3555672844816,52738.0,Farming,2.7,130.0,-7.6947535771065185,0.9
NE,"Buffalo, NE",50129.0,968.2203535305955,65721.0,Nonspecialized,3.9,2228.0,8.637369311526614,8.9
NE,"Burt, NE",6721.0,491.58580580296126,61317.0,Farming,3.8,79.0,-1.9830854476523767,5.1
NE,"Butler, NE",8349.0,584.8934852207809,66416.0,Farming,3.3,189.0,-0.3097081596188207,3.3
NE,"Cass, NE",26593.0,557.3465066247411,77771.0,Nonspecialized,4.3,345.0,5.37617368567014,4.5
NE,"Cedar, NE",8373.0,740.2438501645568,64037.0,Farming,2.7,48.0,-5.332128332580208,2.9
NE,"Chase, NE",3881.0,894.4186000089576,59492.0,Farming,1.7,265.0,-1.8406454866364095,0.1
NE,"Cherry, NE",5462.0,5960.222022264195,53533.0,Farming,2.4,132.0,-4.516016103623315,4.3
NE,"Cheyenne, NE",9482.0,1196.0082328566773,54772.0,Nonspecialized,4.3,144.0,-5.301060212042408,-22.5
NE,"Clay, NE",6101.0,572.2894781751885,64315.0,Farming,3.2,200.0,-6.695200244573525,-2.9
NE,"Colfax, NE",10546.0,411.64696168476456,69498.0,Manufacturing,2.8,3665.0,0.6371849738468854,3.6
NE,"Cuming, NE",9009.0,570.5220815694898,66165.0,Farming,2.5,595.0,-1.3787066418645366,3.9
NE,"Custer, NE",10495.0,2575.593856419412,56531.0,Farming,2.7,153.0,-3.6017917542737,9.8
NE,"Dakota, NE",21502.0,264.27616807491,64231.0,Manufacturing,4.7,4869.0,2.742073693230506,0.4
NE,"Dawes, NE",8151.0,1396.3911083757916,50905.0,Federal/State Government,2.7,46.0,-10.705728599433675,-6.5
NE,"Dawson, NE",24039.0,1013.0586678393877,61817.0,Manufacturing,3.3,5277.0,-0.8838280029597961,6.3
NE,"Deuel, NE",1829.0,439.85081938603577,51583.0,Farming,3.1,14.0,-5.306543019062339,-3.3
NE,"Dixon, NE",5580.0,476.11031556902964,64943.0,Farming,3.2,396.0,-6.566666666666666,-1.3
NE,"Dodge, NE",37102.0,529.0670107351849,59872.0,Nonspecialized,3.4,2314.0,1.2973208688779265,11.9
NE,"Douglas, NE",585010.0,326.4073540109066,69475.0,Nonspecialized,5.0,57906.0,13.0370714161397,11.3
NE,"Dundy, NE",1647.0,919.6784710971634,52916.0,Farming,2.1,59.0,-17.62948207171315,-2.0
NE,"Fillmore, NE",5567.0,575.3705194773103,65739.0,Farming,2.7,59.0,-5.755517826825128,3.7
NE,"Franklin, NE",2885.0,575.8157412312335,54192.0,Farming,3.3,15.0,-10.418604651162791,-5.6
NE,"Frontier, NE",2510.0,974.6312967473208,53735.0,Farming,2.8,13.0,-8.599419448476052,1.0
NE,"Furnas, NE",4615.0,719.1316353589283,54308.0,Farming,2.7,96.0,-6.513409961685824,-1.2
NE,"Gage, NE",21663.0,851.4609944138738,56261.0,Nonspecialized,3.9,404.0,-2.720631078840034,-0.4
NE,"Garden, NE",1883.0,1705.3653511135958,53240.0,Farming,3.5,17.0,-8.896451142440446,-9.6
NE,"Garfield, NE",1806.0,569.3301837691912,51055.0,Farming,2.0,24.0,-11.517813567593949,-2.9
NE,"Gosper, NE",1891.0,458.15510226302206,67263.0,Farming,2.5,42.0,-7.387475538160469,8.0
NE,"Grant, NE",611.0,776.9849910501516,64244.0,Farming,1.9,20.0,-0.4885993485342019,4.5
NE,"Greeley, NE",2180.0,569.8112130249252,53225.0,Farming,2.9,15.0,-13.790386130811664,-7.0
NE,"Hall, NE",62730.0,546.3899516136754,60751.0,Manufacturing,5.6,9008.0,7.316532154862047,5.2
NE,"Hamilton, NE",9403.0,542.1096611258431,73024.0,Farming,3.6,96.0,3.342832091188076,3.0
NE,"Harlan, NE",3054.0,553.4663562147779,58928.0,Farming,2.8,89.0,-10.224948875255624,-3.6
NE,"Hayes, NE",855.0,713.0618099388878,57060.0,Farming,2.2,39.0,-11.478800413650465,-1.3
NE,"Hitchcock, NE",2610.0,709.9425437492374,50300.0,Farming,3.4,8.0,-10.041265474552958,-2.3
NE,"Holt, NE",10083.0,2412.3968775144904,61415.0,Farming,2.4,263.0,-2.95160517489219,0.5
NE,"Hooker, NE",707.0,721.1601432130187,52254.0,Recreation,2.7,0.0,-3.3967391304347823,9.0
NE,"Howard, NE",6496.0,569.3379471256237,70906.0,Farming,4.3,117.0,3.203697800446286,5.4
NE,"Jefferson, NE",7260.0,570.1780506318948,57098.0,Nonspecialized,2.7,185.0,-4.067841526434345,2.8
NE,"Johnson, NE",5288.0,376.07506096553345,50886.0,Federal/State Government,3.8,148.0,1.3992716120375694,-12.2
NE,"Kearney, NE",6695.0,516.2431490030069,72694.0,Manufacturing,3.1,298.0,3.0667283094467557,3.3
NE,"Keith, NE",8322.0,1061.7436219781714,53637.0,Recreation,3.1,268.0,-0.394359464627151,4.8
NE,"Keya Paha, NE",763.0,773.0760007382273,49421.0,Farming,2.2,22.0,-6.674757281553398,6.0
NE,"Kimball, NE",3401.0,951.9415132425324,52460.0,Nonspecialized,3.5,44.0,-10.128238680973567,-5.1
NE,"Knox, NE",8383.0,1108.4431290801347,54189.0,Farming,2.9,98.0,-3.562808872543386,2.1
NE,"Lancaster, NE",322910.0,837.5610118656921,65436.0,Federal/State Government,4.1,26739.0,13.03436846328226,12.2
NE,"Lincoln, NE",34551.0,2564.140391770155,61702.0,Nonspecialized,3.9,905.0,-4.442239858906525,-1.6
NE,"Logan, NE",714.0,570.6983758225907,61004.0,Farming,2.5,16.0,-6.159895150720838,-1.3
NE,"Loup, NE",606.0,563.521404346275,53369.0,Farming,3.2,18.0,-3.9556962025316458,13.0
NE,"McPherson, NE",396.0,859.255187282721,54138.0,Farming,2.5,2.0,-25.97402597402597,24.6
NE,"Madison, NE",35473.0,572.6221928441367,61263.0,Nonspecialized,3.7,2397.0,2.032916618878312,8.2
NE,"Merrick, NE",7659.0,487.2594873026439,64309.0,Farming,3.8,264.0,-2.2562141491395793,1.2
NE,"Morrill, NE",4539.0,1424.0173927446767,52933.0,Farming,3.5,233.0,-9.658865529551765,1.6
NE,"Nance, NE",3382.0,441.5978888705276,56880.0,Farming,3.1,1.0,-9.504685408299867,1.9
NE,"Nemaha, NE",7088.0,407.376641513397,56658.0,Nonspecialized,3.5,104.0,-2.4006622516556293,-1.6
NE,"Nuckolls, NE",4081.0,575.1552470513377,59602.0,Farming,2.7,65.0,-9.0,5.1
NE,"Otoe, NE",15892.0,615.6637366659614,67595.0,Nonspecialized,3.5,837.0,1.0927573062261755,4.6
NE,"Pawnee, NE",2536.0,431.0746509250236,50501.0,Farming,2.7,32.0,-8.258204111071041,-1.2
NE,"Perkins, NE",2851.0,883.3125095560289,61156.0,Farming,1.8,55.0,-3.7710437710437708,8.3
NE,"Phelps, NE",8968.0,539.7896191024823,66986.0,Farming,2.9,187.0,-2.39442751414889,2.4
NE,"Pierce, NE",7328.0,573.2487061716116,64607.0,Farming,3.2,97.0,0.7018992568125516,2.3
NE,"Platte, NE",34280.0,674.0497322767519,70177.0,Manufacturing,3.6,3726.0,6.387070757204455,6.3
NE,"Polk, NE",5225.0,438.6709556183272,69503.0,Farming,3.0,168.0,-3.551609322974473,2.2
NE,"Red Willow, NE",10671.0,717.0057560112248,63958.0,Nonspecialized,3.2,109.0,-3.1931252826775216,-3.7
NE,"Richardson, NE",7836.0,551.8408965601385,54044.0,Farming,3.2,77.0,-5.883056319502571,3.5
NE,"Rock, NE",1267.0,1008.2927770321716,53120.0,Farming,2.0,6.0,-17.300131061598954,1.6
NE,"Saline, NE",14249.0,574.0614690106672,63187.0,Manufacturing,3.5,2201.0,0.647887323943662,2.9
NE,"Sarpy, NE",191114.0,238.10147074040498,88913.0,Nonspecialized,4.0,10307.0,19.997481742634097,18.8
NE,"Saunders, NE",22361.0,748.9284884717613,78689.0,Nonspecialized,3.6,175.0,7.208854667949952,5.8
NE,"Scotts Bluff, NE",36002.0,739.6080912343996,53206.0,Nonspecialized,4.1,1697.0,-2.396537733297268,-2.5
NE,"Seward, NE",17605.0,571.429555658173,75305.0,Nonspecialized,4.0,205.0,5.128358208955224,2.9
NE,"Sheridan, NE",5097.0,2440.8847724391003,47543.0,Farming,2.3,84.0,-6.253428414701043,-0.4
NE,"Sherman, NE",2956.0,565.8531105163422,54771.0,Farming,3.1,33.0,-6.123096446700508,0.6
NE,"Sioux, NE",1144.0,2066.7219334606957,46834.0,Farming,2.2,31.0,-13.424866514111367,-5.7
NE,"Stanton, NE",5824.0,427.60843332092657,71709.0,Manufacturing,3.2,143.0,-4.682656224506445,3.3
NE,"Thayer, NE",5013.0,573.8070037390135,56626.0,Farming,2.7,23.0,-3.710788064269319,-1.7
NE,"Thomas, NE",671.0,712.5766231349335,53019.0,Farming,4.0,12.0,3.400309119010819,11.4
NE,"Thurston, NE",6769.0,393.58378301366645,52202.0,Farming,5.1,116.0,-2.4063400576368874,12.0
NE,"Valley, NE",4048.0,568.1118074678338,52336.0,Farming,2.8,23.0,-4.71830985915493,1.6
NE,"Washington, NE",20904.0,389.9574380267399,100572.0,Nonspecialized,3.6,304.0,3.1185133932984086,3.8
NE,"Wayne, NE",9687.0,442.9159517341393,59787.0,Farming,2.8,381.0,1.0630536737884315,3.4
NE,"Webster, NE",3387.0,574.9130660064834,58161.0,Farming,3.7,22.0,-10.939139559286463,0.4
NE,"Wheeler, NE",773.0,575.183324401503,50850.0,Farming,1.8,6.0,-5.378973105134474,12.6
NE,"York, NE",14084.0,572.5100197375432,64531.0,Nonspecialized,3.3,195.0,3.3662641785583607,2.0
NV,"Churchill, NV",25539.0,4950.15722505278,67716.0,Nonspecialized,5.7,1874.0,2.56863769747156,10.4
NV,"Clark, NV",2273386.0,7891.651124252313,63735.0,Recreation,15.5,491222.0,16.101931614759422,19.1
NV,"Douglas, NV",49468.0,710.4850146023842,74053.0,Recreation,8.9,3149.0,5.3003383194672,5.8
NV,"Elko, NV",53750.0,17173.446097047556,81466.0,Mining,5.9,3731.0,10.004506534474988,2.1
NV,"Esmeralda, NV",730.0,3581.889250838228,53509.0,Mining,5.3,105.0,-6.896551724137931,19.2
